"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SRSF6",5.20495095027684e-28,-0.588987877726923,0.222,0.362,1.33829698833518e-23
"ARPC5L",5.31002441372369e-28,-0.687171475727707,0.19,0.321,1.36531347725663e-23
"C19orf43",5.69662116614277e-28,-0.370302849040414,0.587,0.743,1.46471523423863e-23
"FCER1G",5.69772963779906e-28,-0.251086516757905,0.975,0.986,1.46500024447089e-23
"LRRC75A",6.00532469969441e-28,-1.34943467919094,0.052,0.128,1.54408908678543e-23
"C7orf73",6.19102074566761e-28,-0.439016185675356,0.458,0.62,1.59183525412606e-23
"NFKBIE",6.55143997132068e-28,-0.499021360065616,0.245,0.392,1.68450624542597e-23
"MANF",6.66277832086461e-28,-0.51167855843804,0.388,0.551,1.71313356186071e-23
"LSM5",6.8181251122223e-28,-0.397798562246873,0.494,0.646,1.7530763288546e-23
"CFD",6.87358600902874e-28,1.10485747347699,0.538,0.429,1.76733643464147e-23
"DUSP4",7.00685696481626e-28,-0.941877794421279,0.116,0.223,1.80160306279356e-23
"OXSR1",7.281484657391e-28,-0.84613727851776,0.115,0.221,1.87221533510837e-23
"IGLV1-40",8.08613594841038e-28,-0.770885390811409,0.044,0.116,2.07910727505528e-23
"GLS",8.57919817119246e-28,-0.683256760604399,0.187,0.315,2.20588343377701e-23
"CRYL1",8.62828636505031e-28,1.20420857601449,0.301,0.175,2.21850499018173e-23
"SLC18B1",8.63852345261805e-28,1.72654650481535,0.176,0.065,2.22113715013715e-23
"IL32",8.71183518852055e-28,0.672296463346865,0.578,0.47,2.2399870636724e-23
"C2",8.76527934561506e-28,0.919329395643393,0.425,0.302,2.25372862534454e-23
"CDK1",9.4388309220232e-28,-0.720878623496702,0.076,0.167,2.42691220667061e-23
"HMGN1",1.1492653209853e-27,-0.455226144565984,0.629,0.763,2.95499099331741e-23
"RALY",1.17233243838846e-27,-0.499293481657838,0.373,0.525,3.0143011655844e-23
"ENO1",1.29535820019099e-27,-0.275097904946842,0.84,0.93,3.33062500433109e-23
"CFB",1.34649579615488e-27,1.96006434561395,0.187,0.076,3.46210999107343e-23
"GNG10",1.45649387063124e-27,-0.935069616579161,0.139,0.25,3.74493704016703e-23
"HES1",1.52936515550028e-27,0.851065806903479,0.491,0.361,3.93230368782232e-23
"TLE4",1.64075531695144e-27,-0.770674235085233,0.188,0.312,4.21871007094555e-23
"GPI",1.68133210589918e-27,-0.557748015089752,0.302,0.446,4.32304111068797e-23
"RBM17",1.69806953657013e-27,-0.521487213407499,0.339,0.492,4.36607639242911e-23
"DFNA5",1.744354815726e-27,-0.850992859059569,0.071,0.159,4.48508510219469e-23
"EPB41L2",1.75435600372244e-27,1.23009681506388,0.306,0.18,4.51080015677113e-23
"ZFY",1.99370973241566e-27,-1.12706768040353,0.056,0.134,5.12622646398715e-23
"SKI",2.44285357222865e-27,-0.876047319678071,0.073,0.162,6.28106510491431e-23
"CCDC152",2.79172133937164e-27,2.86655647619378,0.108,0.019,7.17807390779236e-23
"SDS",2.87900816768374e-27,0.997636147595288,0.353,0.217,7.40250580074843e-23
"CYB5R3",3.70769552976517e-27,-0.610654652676172,0.253,0.393,9.53322674613219e-23
"HEXIM1",4.13410861162113e-27,-0.724490530550924,0.168,0.29,1.06296200622003e-22
"FAM107B",4.56245641475539e-27,-0.491226137099373,0.22,0.358,1.17309879336191e-22
"BATF",4.59859345567788e-27,-0.889654441215522,0.104,0.204,1.1823903493239e-22
"LYZ",4.83962922222268e-27,-0.524377747235541,0.906,0.93,1.2443654656179e-22
"HIF1A",5.01302429889986e-27,-0.716784431820617,0.443,0.568,1.28894880773313e-22
"ITGB7",5.20864424943409e-27,-1.02012095006817,0.055,0.132,1.33924660941449e-22
"POLE4",5.92893755278679e-27,-0.585861057684238,0.349,0.496,1.52444842357254e-22
"CBX6",6.26034396314345e-27,-1.26889987205818,0.069,0.152,1.60965963980344e-22
"NAA38",9.52334378677908e-27,-0.443425443527335,0.479,0.626,2.44864215445664e-22
"SLC38A2",1.0134802171511e-26,-0.574286272931276,0.335,0.487,2.60586033433892e-22
"EIF4EBP1",1.03585065913151e-26,-0.569192793434031,0.421,0.565,2.66337921475894e-22
"EEF1E1",1.05441725423085e-26,-0.657196500833789,0.164,0.286,2.71111764407836e-22
"VDR",1.1085042829457e-26,-1.39541278872373,0.042,0.109,2.85018621230997e-22
"TSC22D1",1.11462588635212e-26,1.13109407243655,0.438,0.317,2.86592607898857e-22
"HCFC1R1",1.1844716065914e-26,-0.578966022502456,0.252,0.39,3.04551339486781e-22
"ACTR2",1.38390866574572e-26,-0.456391334198284,0.64,0.768,3.5583059613654e-22
"ID3",1.39829514358873e-26,-0.778635287970753,0.23,0.357,3.59529647319535e-22
"RHOB",1.67457751280156e-26,0.592762310214888,0.726,0.623,4.30567370091538e-22
"UBE2F",1.79624664717e-26,-0.589625157530419,0.302,0.447,4.61850937920351e-22
"LAMP2",1.818774573186e-26,0.625743474013662,0.618,0.533,4.67643318257585e-22
"BTG1",1.88148455745632e-26,-0.428890563707877,0.859,0.926,4.83767309413169e-22
"C12orf57",2.2635728219505e-26,-1.00139742109112,0.299,0.438,5.82009843979913e-22
"APOB",2.43708973442361e-26,1.48719921577506,0.257,0.141,6.26624512514999e-22
"ELP5",2.52398517989969e-26,-0.671566290120882,0.139,0.251,6.4896706945581e-22
"C8G",3.0103156798445e-26,2.31310534203228,0.132,0.037,7.74012367601619e-22
"GADD45A",3.26160927831828e-26,-0.800683691387209,0.193,0.314,8.38624977641197e-22
"RUNX1",3.34254685580733e-26,-0.7326014029693,0.187,0.309,8.59435647565181e-22
"DHRS9",3.68143337092578e-26,1.97069520810751,0.169,0.064,9.46570148332436e-22
"CD47",5.2415993181029e-26,-0.426054526349194,0.462,0.621,1.34772001667062e-21
"FOSL2",5.80309714352587e-26,-0.478882087970795,0.465,0.618,1.49209233754337e-21
"KCNN4",5.93416310132403e-26,-0.911191370978632,0.053,0.128,1.52579201661244e-21
"RP11-386I14.4",6.06687479598162e-26,-1.28209568532517,0.142,0.246,1.55991484754279e-21
"NDUFC2",6.75172434734098e-26,-0.370011960582178,0.605,0.738,1.73600336418831e-21
"PNPLA6",7.49410051363281e-26,-0.879234722438402,0.097,0.193,1.92688312406527e-21
"MDK",7.75719591465371e-26,-1.6521399404687,0.231,0.317,1.99453021357576e-21
"ACOT7",9.10449645912579e-26,-1.17592559919951,0.072,0.155,2.34094812957042e-21
"NAF1",1.01768904787996e-25,-0.966550404433717,0.076,0.161,2.61668207990895e-21
"NEDD8",1.02869704016109e-25,-0.306644325484786,0.764,0.86,2.6449858296622e-21
"POLR2L",1.07955950739306e-25,-0.27854900203919,0.832,0.899,2.77576340540902e-21
"PAH",1.16426668870345e-25,3.29492177663522,0.101,0.018,2.99356250999432e-21
"ASPH",1.18102345991052e-25,-0.719346973949144,0.205,0.329,3.03664752012193e-21
"PPM1N",1.18360284831208e-25,-1.68558516548913,0.052,0.124,3.04327964358003e-21
"CECR1",1.28189120428358e-25,0.764536250824374,0.471,0.352,3.29599866445393e-21
"RNF7",1.2858814500825e-25,-0.485680024195598,0.438,0.585,3.30625838445211e-21
"UBE2Q1",1.33614816956884e-25,-0.833875329651463,0.099,0.196,3.43550417359539e-21
"DUSP3",1.43410215828622e-25,-0.611898359059203,0.235,0.371,3.68736346938554e-21
"ZMIZ1",1.44972570343119e-25,-0.710263586215014,0.136,0.246,3.72753472866227e-21
"NDUFAB1",1.63899885285126e-25,-0.460194161376911,0.464,0.608,4.21419385045116e-21
"LAPTM4A",1.74556116345788e-25,0.474318247063318,0.787,0.772,4.48818686348289e-21
"C1orf122",2.22310292958816e-25,-0.687979286953686,0.224,0.352,5.71604225255708e-21
"DUSP6",2.30796379063835e-25,-0.755504432874481,0.221,0.35,5.93423649848934e-21
"APP",2.42308285808052e-25,-0.523741375096273,0.255,0.394,6.23023064469663e-21
"METRNL",2.58869019759005e-25,-0.535741440559822,0.262,0.405,6.65604023604353e-21
"RTN4",2.64117568346386e-25,-0.337478850517428,0.766,0.872,6.79099091732227e-21
"SLC39A4",2.8481081533494e-25,-0.741565653051293,0.117,0.219,7.32305568389197e-21
"BRD2",2.89852013645945e-25,-0.443595101692599,0.369,0.521,7.45267497486455e-21
"NME1",2.98427342238143e-25,-0.430475716299595,0.379,0.525,7.67316382362713e-21
"CLTA",2.99856429595326e-25,-0.37412446465294,0.674,0.793,7.70990851775501e-21
"ZC3H12A",3.34558357387334e-25,-0.442793298643626,0.292,0.445,8.60216448514314e-21
"PDIA3",3.43140673247599e-25,-0.316003752749373,0.661,0.809,8.82283299054226e-21
"SNRPD1",3.76770755722744e-25,-0.456273288743262,0.453,0.589,9.68752967114318e-21
"SF3B6",3.8351088358623e-25,-0.330694206133951,0.596,0.737,9.86083183876916e-21
"EIF4G2",4.09196179031658e-25,-0.374563447914602,0.632,0.761,1.0521252155262e-20
"ZFP36L2",5.02876932285395e-25,0.677052406258027,0.627,0.55,1.29299716829221e-20
"ENPP2",5.18992826603342e-25,-0.818231613444317,0.137,0.244,1.33443435576251e-20
"KLF9",5.26508598400984e-25,1.56392227742424,0.183,0.076,1.35375890820861e-20
"LYN",5.39809568275534e-25,-0.531930935059516,0.367,0.512,1.38795836195005e-20
"NUTF2",5.45187726353358e-25,-0.476241734214899,0.339,0.484,1.40178668199975e-20
"RAP2A",5.47439896275538e-25,-0.784576572341237,0.134,0.24,1.40757746130366e-20
"SRGAP2",5.92230057875182e-25,1.54417330327493,0.199,0.09,1.52274192480867e-20
"MARCKSL1",6.07706045581359e-25,-0.729791749673648,0.284,0.417,1.56253378439879e-20
"TNF",6.59930302701039e-25,-0.771680259703626,0.23,0.355,1.69681279430491e-20
"NQO2",7.1164364652727e-25,-0.578454425806561,0.251,0.39,1.82977814395092e-20
"PTPN2",8.96249755441989e-25,-0.592077754515056,0.256,0.387,2.30443737119244e-20
"KHK",1.15902333311248e-24,2.08581745499779,0.159,0.061,2.9800807940988e-20
"TAGAP",1.27934862395978e-24,-0.79768832216255,0.21,0.33,3.28946118192538e-20
"HNRNPAB",1.30008870478899e-24,-0.717892740083839,0.264,0.388,3.34278807775346e-20
"SNRNP25",1.44478973839246e-24,-0.634203604727152,0.177,0.297,3.71484337535469e-20
"PAFAH1B3",1.57335215834264e-24,-0.707439522299516,0.126,0.23,4.0454030695306e-20
"PCBP1",1.5744994327129e-24,-0.289262044674926,0.757,0.883,4.04835294139141e-20
"BIRC5",1.69823328148613e-24,-0.913881104640856,0.075,0.159,4.36649741335714e-20
"ZFP36",1.76987202777341e-24,0.538859739598239,0.829,0.811,4.55069495781099e-20
"GNAI2",1.9175567154693e-24,-0.359497995808375,0.594,0.737,4.93042182681467e-20
"GSTA2",1.93721042786415e-24,2.44018002455177,0.126,0.036,4.98095545212431e-20
"ATP6V1F",2.15697252595186e-24,-0.253446931532732,0.83,0.899,5.54600775872743e-20
"EMP1",2.16295521638426e-24,-0.794866513695654,0.135,0.24,5.5613904523672e-20
"UQCRH",2.18629394770529e-24,-0.298118221594713,0.814,0.885,5.62139899833985e-20
"RBBP6",2.25993740047742e-24,-0.798994444915666,0.206,0.327,5.81075104410755e-20
"MT2A",2.29752765650589e-24,0.469175455228473,0.877,0.832,5.90740311040794e-20
"CRELD2",2.42421594670534e-24,-0.723468939599975,0.17,0.284,6.23314404216878e-20
"TYMS",2.63332454835191e-24,-1.25375575743899,0.056,0.128,6.77080407872244e-20
"ACTN4",2.69730457688408e-24,-0.639358015931865,0.207,0.331,6.93530952808434e-20
"ARRDC2",2.73346521600997e-24,1.37693955002049,0.219,0.11,7.02828576340485e-20
"CORO1A",2.87216975451215e-24,-0.349512429229697,0.442,0.604,7.38492287280165e-20
"EVI2B",3.02947591134852e-24,0.664247851767889,0.568,0.48,7.78938846325931e-20
"LMO4",3.07397006112817e-24,-0.644329256131486,0.21,0.336,7.90379182117276e-20
"CCR5",3.51106650067338e-24,-1.04860448472709,0.05,0.12,9.0276541865314e-20
"FHOD1",3.84660863708093e-24,-1.26205474193799,0.046,0.113,9.89040012766248e-20
"PLA2G7",3.99553668517122e-24,0.740507906025659,0.46,0.338,1.02733239249122e-19
"SH3TC1",4.07457797054448e-24,1.56455858092043,0.182,0.078,1.0476554877864e-19
"CSRP2",4.29295596718093e-24,-1.2079810766753,0.041,0.105,1.10380483828156e-19
"KDELR2",4.47773082289874e-24,-0.408501889961137,0.534,0.678,1.15131414918373e-19
"LDHB",4.65452966378109e-24,-0.358601957589023,0.525,0.668,1.19677266715139e-19
"AURKAIP1",4.70583053260479e-24,-0.382513353312513,0.528,0.668,1.20996314654334e-19
"SKIL",5.01050938043299e-24,-0.483804554511723,0.259,0.394,1.28830217189693e-19
"IL4I1",5.14962344762442e-24,-0.25395188624836,0.248,0.392,1.32407118085319e-19
"UBE2M",5.16899775349194e-24,-0.658574532672408,0.091,0.182,1.32905270237785e-19
"RGS16",5.66432860317509e-24,-1.02810761873926,0.084,0.169,1.45641217044838e-19
"CKS2",5.80593551848984e-24,-0.438782063603102,0.544,0.689,1.49282214051411e-19
"AKR1B1",5.89831319156067e-24,0.902222702503988,0.537,0.459,1.51657428781408e-19
"NUDT5",6.15933836686281e-24,-0.599072008361425,0.266,0.396,1.58368908088777e-19
"RP2",6.21694602664926e-24,-0.671194802005775,0.127,0.232,1.59850116237206e-19
"MRPL28",6.3347282636705e-24,-0.52254305359774,0.258,0.391,1.62878533115496e-19
"C3AR1",7.10927135641013e-24,0.864282641005018,0.495,0.405,1.82793585116017e-19
"COX17",7.33211721531297e-24,-0.322223537725761,0.615,0.757,1.88523397840127e-19
"POLR2A",7.61216977683088e-24,-0.670070899938286,0.149,0.26,1.95724109301876e-19
"CLDN4",7.94727469658004e-24,-0.952058007692843,0.051,0.121,2.04340326998466e-19
"MT-ND6",8.06682130213743e-24,-0.593882144821297,0.239,0.367,2.07414109320558e-19
"BST1",8.72331598122498e-24,-0.845946409017013,0.075,0.156,2.24293900509257e-19
"RELT",9.10527146305375e-24,-0.878598701025478,0.108,0.203,2.34114739858038e-19
"OTOA",9.34540931998984e-24,1.08407902518032,0.332,0.217,2.40289164435579e-19
"TCEB1",1.02751811002205e-23,-0.352106601364043,0.565,0.704,2.6419545644887e-19
"PLIN3",1.20957685224964e-23,-0.567858698880672,0.227,0.353,3.11006400250427e-19
"HNRNPU",1.28640907682534e-23,-0.426179362594157,0.602,0.74,3.30761501833332e-19
"HNRNPC",1.31698719318054e-23,-0.281684104357904,0.773,0.862,3.3862374711058e-19
"ATP5L2",1.46292741446704e-23,-0.848790364725601,0.049,0.117,3.76147896807764e-19
"DCXR",1.54176376419719e-23,1.01929597894141,0.511,0.447,3.96418299050381e-19
"PID1",1.58482042569745e-23,1.54575782914564,0.163,0.063,4.07489027855328e-19
"QPCT",1.58585406335508e-23,-0.76562697226407,0.105,0.197,4.07754796769857e-19
"SOD1",1.59801944688356e-23,0.533368490996797,0.784,0.758,4.10882760182702e-19
"VEGFA",1.61791799149082e-23,-0.525927078912824,0.313,0.449,4.15999073972119e-19
"TMEM51",2.05375233883781e-23,-0.728359747495972,0.138,0.242,5.28060801361978e-19
"NUS1",2.0710780213473e-23,-0.758610881378327,0.134,0.237,5.32515580848818e-19
"RELB",2.10917211759923e-23,-0.664036053368514,0.16,0.271,5.42310334877115e-19
"RAB21",2.45475942070187e-23,-0.496856438660633,0.237,0.368,6.31167742250866e-19
"TMEM160",2.58087952590329e-23,-0.468681499710925,0.376,0.522,6.63595743700255e-19
"NAGK",2.71430692617516e-23,0.832105464477976,0.476,0.383,6.97902596858157e-19
"HSP90AA1",2.94554358894865e-23,-0.286881337156736,0.98,0.989,7.57358167590476e-19
"CMTM8",4.23686951999942e-23,-0.996642200321951,0.068,0.145,1.08938389098225e-18
"SCO2",4.29416535780489e-23,-0.568735113363985,0.178,0.295,1.10411579679879e-18
"FAM126A",4.34420451705695e-23,-0.78473786011881,0.083,0.168,1.11698186542568e-18
"ATP6V1H",4.69411436373289e-23,-0.544745736816287,0.269,0.396,1.206950685203e-18
"EIF2S2",4.71128106668001e-23,-0.335349642222831,0.641,0.768,1.21136458786476e-18
"ITIH2",5.40687682119556e-23,1.97709507972047,0.147,0.055,1.3902161682658e-18
"NUP62",6.60714268551833e-23,-0.620763492616327,0.175,0.288,1.69882852730047e-18
"PSMG3",6.61220121331125e-23,-0.686958690235742,0.15,0.257,1.70012917596659e-18
"CNIH4",7.12601424326528e-23,-0.343929003485186,0.361,0.506,1.83224078222837e-18
"ADORA3",7.20424470659622e-23,1.42640564880603,0.196,0.093,1.85235539896002e-18
"DDX21",8.51369882575317e-23,-0.519401043549863,0.446,0.585,2.18904224207766e-18
"CXorf40A",9.968324416153e-23,-0.823022577204398,0.089,0.175,2.56305557388126e-18
"CA2",9.99484363610519e-23,-1.1889438400882,0.165,0.267,2.56987419571537e-18
"ERP29",1.03107575107026e-22,0.507536584057687,0.671,0.618,2.65110197115185e-18
"HSBP1",1.05047778414691e-22,-0.336424186720835,0.697,0.785,2.70098847859854e-18
"PLAC8",1.08780206086605e-22,-0.875027814524326,0.123,0.219,2.79695665889878e-18
"HEXA",1.13066803169213e-22,0.626985212477588,0.564,0.477,2.90717364308681e-18
"ACTA2",1.39998920068502e-22,1.61301036908167,0.187,0.087,3.59965223280132e-18
"ANP32B",1.48435034148793e-22,-0.439564655331686,0.504,0.636,3.81656159803377e-18
"TUBB2A",1.58800748538402e-22,-0.802078480166741,0.135,0.234,4.08308484641939e-18
"TRIM28",1.61836361210484e-22,-0.666847129111215,0.128,0.229,4.16113651944396e-18
"RBPJ",1.889548245686e-22,-0.530806171626932,0.567,0.682,4.85840644930784e-18
"SLC44A1",1.98910988286211e-22,-0.745485144233448,0.146,0.248,5.11439933081505e-18
"PLXNC1",2.64219547417321e-22,-0.78190752821506,0.104,0.194,6.79361300319415e-18
"ACAP1",2.79392418411418e-22,-1.08320925957511,0.062,0.134,7.18373786219438e-18
"RNASEH2C",2.99999853502237e-22,-0.439871960050516,0.342,0.484,7.71359623324953e-18
"DCTPP1",3.12752415573801e-22,-0.653515302790888,0.161,0.269,8.04149010923358e-18
"RASGRP3",3.48851563720652e-22,-0.446914108860409,0.173,0.288,8.9696714063854e-18
"FKBP1A",3.73890207318424e-22,-0.314431800282176,0.759,0.841,9.61346501057132e-18
"CCZ1",3.83433204813683e-22,-0.628036818631311,0.156,0.264,9.85883456216943e-18
"KLHL21",3.98610993028708e-22,-0.95035383128511,0.072,0.148,1.02490858527541e-17
"VDAC2",4.2693924175852e-22,-0.36482289496654,0.586,0.712,1.09774617840951e-17
"NDUFS5",4.29034364902216e-22,-0.289421954317566,0.743,0.852,1.10313315903658e-17
"GZF1",4.40878354439394e-22,-1.00736380710925,0.077,0.155,1.13358642493457e-17
"GTSF1",4.56909287447015e-22,-0.93427242946671,0.077,0.156,1.17480515988377e-17
"CUL3",4.97337451527036e-22,-0.692852690154616,0.081,0.163,1.27875405536632e-17
"FBXL15",5.08226740118769e-22,-0.636956936523869,0.164,0.275,1.30675259419338e-17
"SARAF",5.2152347636967e-22,0.433597043374082,0.766,0.745,1.34094116244169e-17
"NDUFB3",5.92308347804365e-22,-0.332442133417204,0.52,0.666,1.52294322387458e-17
"CSF1",5.96589606670049e-22,-0.890332283995036,0.052,0.119,1.53395119667003e-17
"UBE2T",5.97251346354009e-22,-1.20277975999398,0.049,0.113,1.53565266174543e-17
"SLAMF9",6.07706664094609e-22,-0.326723599734864,0.099,0.192,1.56253537472006e-17
"METTL7A",6.41981330379446e-22,1.08355332434412,0.289,0.177,1.65066239667163e-17
"LMNB1",6.43254221938547e-22,-0.917653801708632,0.072,0.149,1.65393525544839e-17
"SCAMP2",6.80561048095632e-22,0.815161677050667,0.421,0.317,1.74985856686349e-17
"DUSP5",6.91102588293192e-22,-0.477580235123779,0.148,0.257,1.77696297501945e-17
"GLB1",1.09367501139271e-21,-0.882483473724239,0.267,0.369,2.81205718929293e-17
"CYTH1",1.13692462673946e-21,-0.611579469470455,0.202,0.319,2.9232606002725e-17
"C22orf39",1.18469343240681e-21,-0.630836624429176,0.151,0.257,3.04608375340439e-17
"EMC10",1.20730851300021e-21,-0.518355236028233,0.284,0.411,3.10423164862614e-17
"DEK",1.36013235357203e-21,-0.405138867678555,0.531,0.668,3.49717230750439e-17
"LINC00936",1.43919734468995e-21,-0.886189395600758,0.184,0.291,3.70046421266679e-17
"TMEM14C",1.46110867870113e-21,-0.318234223899938,0.574,0.71,3.75680263467634e-17
"RALGDS",1.54408693718773e-21,-0.785678345752688,0.157,0.261,3.97015633289709e-17
"POLR2F",1.55769448300753e-21,-0.540291249857344,0.431,0.552,4.00514405470895e-17
"EIF3J",1.714081162604e-21,-0.429981760743575,0.411,0.55,4.4072454852874e-17
"EXOSC3",1.92594010384462e-21,-0.709243711466077,0.129,0.225,4.95197719500529e-17
"ELF3",2.01145985772792e-21,-0.800922494936944,0.065,0.138,5.17186558619002e-17
"TXNDC17",2.11194827410729e-21,-0.381411592875011,0.415,0.559,5.43024140238466e-17
"SIRPA",2.18980401778294e-21,-0.477590734404475,0.273,0.401,5.63042409052351e-17
"WWP1",2.27267489649988e-21,1.1758287388424,0.234,0.129,5.84350169388048e-17
"PRKACB",2.46171795536492e-21,1.17081806532609,0.267,0.161,6.32956920683428e-17
"COPRS",2.46824467088412e-21,-0.534055799860248,0.217,0.338,6.34635069777725e-17
"PDCD6",2.52912816936207e-21,-0.45721469118479,0.35,0.486,6.50289434906376e-17
"PTGR1",2.58524092575078e-21,1.63029525743911,0.217,0.12,6.6471714682904e-17
"RCSD1",2.68224558773718e-21,1.12581674870318,0.262,0.155,6.89658985518982e-17
"SNHG9",2.81777205674812e-21,-0.678698984909627,0.132,0.23,7.24505551231077e-17
"GUK1",2.94150339249072e-21,-0.291006110581554,0.724,0.846,7.56319352277215e-17
"ARL4C",2.9705654244983e-21,0.616363480658968,0.532,0.423,7.63791781947002e-17
"CLDN3",3.17371911611901e-21,-1.26716073872068,0.058,0.125,8.1602665913652e-17
"CLTB",3.22560486535996e-21,-0.472484946221702,0.327,0.463,8.29367522981353e-17
"LINC01420",3.73089590264693e-21,-0.44403684718686,0.378,0.508,9.59287954488579e-17
"TRAPPC5",3.74259449892381e-21,-0.879884324393388,0.087,0.169,9.62295897563289e-17
"BBIP1",4.0449631413408e-21,-0.773892045956479,0.099,0.185,1.04004092290155e-16
"PAPSS2",4.08909176522973e-21,-0.706978638619766,0.132,0.23,1.05138727467587e-16
"CHPT1",4.31143419475503e-21,1.09034818232065,0.289,0.185,1.10855596015541e-16
"SLC31A2",5.2033353183571e-21,0.784953700900735,0.441,0.346,1.33788157705598e-16
"SAMM50",5.71679056439046e-21,-0.783828581331314,0.136,0.231,1.46990118991607e-16
"CYP3A5",5.98241540739458e-21,2.34516414274846,0.101,0.026,1.5381986495493e-16
"PFDN2",6.40633341203809e-21,-0.336246685773524,0.534,0.662,1.64719644690323e-16
"C16orf13",7.16669320740293e-21,-0.509802827596925,0.314,0.443,1.84270015748744e-16
"RP11-160E2.6",7.28212711853268e-21,-1.30250617718362,0.085,0.163,1.87238052471712e-16
"TM4SF1",7.86058208988522e-21,1.29375951784206,0.164,0.07,2.02111286695129e-16
"SET",8.14145167820617e-21,-0.361707197611664,0.632,0.75,2.09333005550037e-16
"NUSAP1",8.78155919175703e-21,-0.599533111682973,0.071,0.147,2.25791449938457e-16
"AC016831.7",8.80567878795523e-21,-0.788117326351138,0.098,0.182,2.26411612995905e-16
"SPTY2D1",9.71707795892035e-21,-0.713360008419062,0.131,0.226,2.4984550847976e-16
"PCK1",9.76255870393351e-21,1.67603530359688,0.146,0.058,2.51014909395539e-16
"FAM127A",9.78120727462912e-21,-0.641507393769854,0.144,0.245,2.51494401445264e-16
"DVL3",1.02351095541264e-20,-1.10850821652803,0.053,0.118,2.63165136855698e-16
"LILRA5",1.14423838383812e-20,-0.696227719407005,0.088,0.17,2.94206573252457e-16
"PDCD2",1.33780481903856e-20,-0.64776708419719,0.176,0.283,3.43976375071196e-16
"SFPQ",1.41428314783784e-20,-0.433658952210192,0.476,0.606,3.63640482972065e-16
"GARS",1.51341084175674e-20,-0.693751946816876,0.148,0.246,3.89128195632494e-16
"GSTO1",1.61234505879838e-20,-0.268940077698671,0.786,0.877,4.14566161518239e-16
"ATP5D",1.62505296504491e-20,-0.311661494816868,0.647,0.78,4.17833618372347e-16
"C8orf59",1.68989393351668e-20,-0.382343053795206,0.441,0.582,4.3450552818581e-16
"CENPN",1.7732095679291e-20,-0.797488149852032,0.063,0.134,4.5592764410593e-16
"RP5-1171I10.5",1.86023542785099e-20,-0.978670714482702,0.124,0.213,4.78303733209045e-16
"KCNQ1OT1",1.93263702338058e-20,-0.304401669064933,0.131,0.228,4.96919631451615e-16
"GAPLINC",1.99465330981397e-20,-0.850942279046674,0.046,0.108,5.12865259019367e-16
"SNF8",2.11435115041141e-20,-0.461886746794995,0.341,0.475,5.43641967793782e-16
"AC058791.1",2.2003994494855e-20,-0.692775467850445,0.075,0.151,5.65766706451711e-16
"HSD17B11",2.456353772207e-20,0.6145414142962,0.572,0.5,6.31577681909864e-16
"IL3RA",2.46385745417547e-20,-0.803504295053897,0.064,0.133,6.33507028617596e-16
"CACYBP",2.62348202801378e-20,-0.280634466879841,0.611,0.715,6.74549699042904e-16
"GAL3ST4",2.94811670300837e-20,-1.0244578182701,0.071,0.144,7.58019766677511e-16
"NME4",2.98793150687916e-20,-0.572149356020542,0.248,0.362,7.6825694904877e-16
"NPL",2.99030681874892e-20,0.704724778793249,0.483,0.394,7.68867689236721e-16
"IDH2",3.07385113904031e-20,-0.51191165765999,0.368,0.488,7.90348604870044e-16
"TUBB4B",3.07814126262907e-20,-0.411943737666901,0.453,0.569,7.91451681447186e-16
"MAGEF1",3.1161522390855e-20,-1.1042692648452,0.057,0.122,8.01225063713663e-16
"CTA-384D8.34",3.15960709599755e-20,-0.863425657384955,0.077,0.151,8.1239817652289e-16
"LPAR6",3.35244550089526e-20,0.953521380503968,0.316,0.207,8.61980787190188e-16
"CENPW",3.46627569687337e-20,-0.619609099897816,0.11,0.198,8.91248807180082e-16
"NFIA",3.49352111969141e-20,2.07140772254871,0.109,0.032,8.98254150295054e-16
"FAAP20",4.00184450035287e-20,-0.465605107392938,0.34,0.473,1.02895425793073e-15
"PYCARD",4.15981892747416e-20,-0.321807939560314,0.677,0.779,1.06957264263216e-15
"IRF2BPL",4.27842770323553e-20,-0.741149042798481,0.103,0.187,1.10006933105592e-15
"CD63",4.28828837583237e-20,0.316879536495391,0.965,0.976,1.10260470719402e-15
"BAZ1A",4.56456833611953e-20,-0.384263408798212,0.402,0.539,1.17364181058305e-15
"RAB34",4.81317223846748e-20,-0.514906872010587,0.199,0.311,1.23756284595476e-15
"CBX4",5.13100109334644e-20,-0.798822174375692,0.069,0.14,1.31928300112124e-15
"SURF4",5.33671488064182e-20,-0.515592045240779,0.223,0.339,1.37217613011063e-15
"FLT1",5.34595506631151e-20,-0.82391120131276,0.081,0.157,1.37455196665002e-15
"BLOC1S6",5.44600201905615e-20,-0.506412447617614,0.246,0.363,1.40027603913972e-15
"SAR1A",6.2646008791825e-20,-0.362309383555029,0.371,0.511,1.61075417805541e-15
"C17orf49",6.47866588920565e-20,-0.623065836079246,0.145,0.242,1.66579457343256e-15
"IL10RB",7.26536540605678e-20,-0.4081238967468,0.312,0.444,1.86807075320532e-15
"B4GALT5",8.18577473234462e-20,-0.451661328023142,0.146,0.246,2.10472639918045e-15
"SUMO3",8.30900756734186e-20,-0.345062675326077,0.488,0.625,2.13641202571494e-15
"TSPAN3",8.35302317255712e-20,-0.508782498323362,0.189,0.3,2.14772931812789e-15
