"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BEX1",2.41072565200157e-154,-3.83597740727217,0.015,0.27,6.19845779642644e-150
"VCX3A",2.41474641413853e-146,-3.25769203815436,0.064,0.472,6.20879598003299e-142
"FBLN1",5.40527291282121e-127,-3.36205087343373,0.018,0.258,1.38980377134459e-122
"NTS",2.50538071372903e-115,-3.22123861236925,0.011,0.202,6.44183489114009e-111
"PAGE5",1.00392824637673e-109,-2.59045084722614,0.063,0.412,2.58130030708384e-105
"TUBB2B",3.29990742314432e-107,-3.52773957524301,0.012,0.196,8.48472196638867e-103
"ACTA1",1.82970810690845e-103,-5.83752576214754,0.002,0.11,4.70454548448301e-99
"TSC22D3",7.79456714896417e-95,2.42025882089535,0.883,0.635,2.00413910534167e-90
"GP2",2.65923680704361e-92,-2.98951946666389,0.015,0.196,6.83742967827053e-88
"CD24",1.70920088141038e-90,-2.51990163518544,0.044,0.318,4.39469730628237e-86
"PRAME",2.80430071537717e-87,-3.56878926607963,0.007,0.145,7.21041799937779e-83
"MT1G",2.88696081410304e-86,-2.27732542487301,0.088,0.436,7.42295364522174e-82
"CRABP1",4.72709891756904e-84,-4.14389393588476,0.003,0.11,1.21543167368535e-79
"CKB",2.6217545897852e-83,-2.41056967633549,0.087,0.424,6.74105540125571e-79
"MDK",1.13248277871546e-82,-2.51669270561588,0.135,0.504,2.91183972063319e-78
"CLDN6",2.17840402380273e-82,-3.05374701045098,0.014,0.178,5.60111242600159e-78
"ALB",2.32128377112442e-79,3.72270408490142,0.724,0.315,5.9684848323151e-75
"WFDC2",3.57789801722831e-79,-2.80702310053829,0.018,0.196,9.19949138189743e-75
"KRT19",3.03407995929744e-75,-2.69320723719952,0.023,0.211,7.80122639134559e-71
"CTAG2",5.71789856019799e-74,-3.1970234749312,0.019,0.19,1.47018607779811e-69
"SERPINH1",4.26773156134709e-73,-2.08919502207782,0.129,0.493,1.09731913905356e-68
"DMKN",7.06864968675348e-72,-2.34868903629987,0.025,0.217,1.81749120745806e-67
"HSPB1",2.52112745377536e-68,-1.53605950718842,0.648,0.926,6.48232290914722e-64
"VCX2",1.50784470149082e-65,-2.21014685852853,0.031,0.228,3.87697029647319e-61
"BAMBI",4.87477601857537e-65,-3.16487620189321,0.016,0.166,1.2534024098961e-60
"TKTL1",3.07330950180608e-64,-2.56480723796255,0.019,0.178,7.90209339104379e-60
"PCSK1N",1.60049788667456e-62,-2.85956580355298,0.014,0.151,4.11520016621763e-58
"UBE2C",3.65290374331125e-62,-2.05821008150852,0.066,0.326,9.39234610480189e-58
"VCX",5.64056808513237e-62,-2.4098586379993,0.026,0.205,1.45030286604923e-57
"PGAM2",7.73043867170946e-61,-2.73476879921159,0.015,0.157,1.98765039126994e-56
"FKBP4",3.62201110634878e-60,-1.61313644051367,0.227,0.62,9.31291495664399e-56
"APOE",8.61305917021448e-60,-0.592415554425753,0.723,0.994,2.21458977384555e-55
"CXCR4",3.74175353505842e-55,1.39717533939178,0.936,0.813,9.6207966893422e-51
"HLA-B",8.48890244460705e-54,0.85723681653426,0.994,0.985,2.18266659655736e-49
"NQO1",1.13491582220991e-53,-1.8416075634352,0.113,0.412,2.91809556206613e-49
"RANBP1",4.28639175364862e-52,-1.39748097801918,0.301,0.682,1.10211704769813e-47
"B2M",4.82162845068449e-52,0.552388458844231,1,1,1.23973710724e-47
"LY6K",1.64059814600846e-51,-2.10099227466199,0.018,0.157,4.21830595301696e-47
"HMGA1",3.3368910570532e-50,-1.71558732157128,0.16,0.481,8.57981428589518e-46
"BCAM",4.67326554271981e-49,-2.21065391146309,0.036,0.214,1.20159003634412e-44
"MALAT1",5.27334823055264e-49,0.673334898476906,1,1,1.3558832970397e-44
"RPS17",9.65699765644842e-49,-0.656613376312117,0.963,1,2.48300723742602e-44
"GLB1",9.82508559624091e-48,-1.9174248804207,0.11,0.383,2.52622600850546e-43
"KRT18",2.45392630059123e-47,-1.51666543496371,0.113,0.395,6.30953530408017e-43
"CST3",3.03923119588768e-47,-1.51111243507099,0.417,0.736,7.81447125086639e-43
"BAG3",5.54198889787916e-47,-1.34403650427772,0.203,0.546,1.42495618542269e-42
"ACTL8",4.48691922470118e-46,-2.3271004667695,0.014,0.131,1.15367667105517e-41
"NDN",6.72639619675254e-46,-2.86593331124213,0.013,0.125,1.72949099010901e-41
"COX5A",5.08103886186163e-45,-1.20885982223751,0.304,0.694,1.30643671216186e-40
"HSPA6",6.95456031982625e-45,-1.30482305086181,0.33,0.694,1.78815654943373e-40
"AHCY",2.39623440609862e-44,-1.8870537297039,0.076,0.303,6.16119790496078e-40
"LAPTM4B",1.32012864213544e-42,-1.79373186506597,0.067,0.279,3.39431476465864e-38
"NME1",1.63860722495052e-42,-1.30383262034106,0.166,0.478,4.21318689679277e-38
"RPS24",2.29508926634476e-42,-0.520970759675054,0.956,1,5.90113352162564e-38
"SDF2L1",1.23835201084236e-41,-1.33477313593652,0.187,0.51,3.18405069027787e-37
"CLDN3",2.71192362848154e-41,-2.57781127691155,0.024,0.157,6.97289803355174e-37
"C4orf48",6.15696568498627e-41,-1.17631524832407,0.208,0.546,1.58307901692367e-36
"TYMP",2.40005493104664e-40,-1.56406325528264,0.245,0.567,6.17102123870712e-36
"UCHL1",2.59971027427837e-39,-1.92058331386653,0.019,0.136,6.68437505722455e-35
"ZFAND2A",1.61312898573119e-38,-1.15755972307942,0.347,0.674,4.14767724811203e-34
"LIPC",3.99572554635108e-38,-2.54676443226936,0.01,0.101,1.02738095247779e-33
"PSMG3",8.13137045354275e-38,-1.66956251605507,0.07,0.273,2.09073797101491e-33
"MT1H",2.16426602887736e-37,-1.90831815596558,0.024,0.151,5.56476081344946e-33
"STOML2",2.17218964641239e-37,-1.54708453414575,0.184,0.469,5.58513401885555e-33
"FAM83D",4.47095999672867e-37,-2.02797437335233,0.023,0.145,1.14957323435888e-32
"CYR61",6.17114025328098e-37,-1.85514284568143,0.043,0.208,1.58672358192361e-32
"DNPH1",3.82593061914395e-36,-1.14414357735209,0.23,0.552,9.83723280794292e-32
"FKBP10",4.39369279529573e-36,-2.2050141195197,0.015,0.116,1.12970629152644e-31
"WBP5",6.62768101984094e-36,-1.7720804131902,0.052,0.226,1.7041093438215e-31
"EPCAM",3.78689529548693e-35,-1.78986579858826,0.027,0.157,9.736865183756e-31
"TIMM13",8.97320285180132e-35,-1.16979548560211,0.205,0.507,2.30718991725516e-30
"FLOT1",1.42965070950903e-34,-1.41975477563545,0.122,0.368,3.67591790428962e-30
"MZT2A",2.5409562255594e-34,-1.09751177685582,0.281,0.617,6.53330664715832e-30
"KRT8",3.40577936353274e-34,-1.54962566647915,0.125,0.365,8.75693989951539e-30
"COTL1",5.30824780724344e-34,-1.01548833904425,0.44,0.78,1.36485667619843e-29
"SNRPE",7.5508984263447e-34,-0.997639549850645,0.353,0.7,1.94148700338175e-29
"TUBB",7.8304388900322e-34,-1.39006318065961,0.384,0.662,2.01336244740508e-29
"LSM2",1.65053021202508e-33,-1.09237485083642,0.199,0.501,4.24384328115888e-29
"PHLDA2",2.01499525058006e-33,-1.06276012828968,0.103,0.335,5.18095578829145e-29
"CLTA",6.67201788725562e-33,-1.16731329669413,0.252,0.564,1.71550923917116e-28
"CHST13",9.10342191511422e-33,-2.26983662340887,0.017,0.119,2.34067184281417e-28
"TYMS",1.04101922146819e-32,-2.34716714155554,0.032,0.163,2.676668622239e-28
"RPS2",1.81158185086629e-32,-0.547738448190635,0.829,1,4.6579392549474e-28
"CRP",1.90908782021222e-32,-2.15062697898882,0.017,0.116,4.90864660332966e-28
"MIF",1.47482667173343e-31,-0.663382771317132,0.517,0.849,3.79207433836098e-27
"HSP90AA1",1.7978427499242e-31,-0.678504103021942,0.949,0.994,4.62261327860511e-27
"PTMS",2.0576283696347e-31,-1.2479792990947,0.186,0.457,5.29057406400474e-27
"CYBA",2.59628896196987e-31,-0.629886765634761,0.695,0.97,6.67557817901693e-27
"GTSF1",3.76089796465676e-31,-1.41996514939488,0.053,0.217,9.67002084672546e-27
"MTCH1",4.80959322141502e-31,-1.21429343944517,0.189,0.463,1.23664260909023e-26
"ZFP36",6.58204151678671e-31,1.43400511406198,0.797,0.718,1.6923745147962e-26
"DEFB1",1.1855059567658e-30,-1.27938999714742,0.073,0.261,3.04817291603622e-26
"QPRT",2.80937434538928e-30,-1.68798338649797,0.062,0.228,7.22346331686492e-26
"MAGEF1",8.10954559585258e-30,-2.19190060231627,0.025,0.136,2.08512636360562e-25
"H2AFY2",8.80657544110271e-30,-2.16616868222605,0.015,0.107,2.26434667741633e-25
"EIF6",1.24646979133835e-29,-1.03195866088379,0.252,0.555,3.20492312748916e-25
"RPS5",1.36798461036572e-29,-0.482903819339364,0.939,1,3.51736203017234e-25
"MSRB2",1.46952437500648e-29,-1.71253356747208,0.054,0.211,3.77844107301667e-25
"GPC3",2.83551978872779e-29,-1.63142267131485,0.078,0.261,7.29068848077691e-25
"DDAH2",3.37114905602865e-29,-1.43089435126901,0.109,0.32,8.66789845286086e-25
"H2AFV",7.5562851354733e-29,-0.884693896715742,0.357,0.691,1.94287203403289e-24
"HSPE1",8.10370249787592e-29,-0.500889998600333,0.803,0.982,2.08362398625386e-24
"SRGN",1.0089569392042e-28,0.741705234410007,0.973,0.938,2.59423008208183e-24
"IGLC3",1.09826029119123e-28,6.90442379814875,0.313,0.03,2.82384686071089e-24
"HSD17B2",1.15900966302237e-28,-2.20699442533052,0.014,0.101,2.98004564556312e-24
"ASGR2",2.32963263966691e-28,-1.83380033369747,0.038,0.169,5.98995144311157e-24
"RPL37A",2.58676331166017e-28,-0.428024634438233,0.955,1,6.65108582694062e-24
"MEG3",2.74448537124589e-28,-2.16948973432702,0.017,0.11,7.05662078654744e-24
"RPL28",2.88697096483188e-28,-0.392267940699195,0.991,1,7.42297974477574e-24
"CYP17A1",3.33947518946661e-28,-2.08327965430766,0.035,0.16,8.58645860715654e-24
"ELF3",4.2881394452685e-28,-1.51656113784373,0.04,0.175,1.10256641416744e-23
"CREB5",7.0261744589772e-28,-2.02763532034299,0.018,0.113,1.80656997689222e-23
"ISG20",1.75051564196352e-27,1.18952203534606,0.734,0.602,4.5009258186166e-23
"AGT",2.03092312252007e-27,-1.25101566302479,0.176,0.418,5.2219095326236e-23
"KIAA0101",2.37738330882667e-27,-1.44441789689362,0.057,0.211,6.11272796365513e-23
"HSBP1",2.78194386006612e-27,-0.986445400895494,0.271,0.558,7.15293405300201e-23
"TXNIP",4.12845407511453e-27,1.66427456276058,0.604,0.377,1.06150811179345e-22
"KRT10",4.86364586079598e-27,-0.85293839977128,0.311,0.623,1.25054062372786e-22
"H3F3A",6.48233943113762e-27,-0.559710730797296,0.825,0.964,1.66673911453411e-22
"HSPA1A",7.77849860531943e-27,-0.586477203862683,0.772,0.958,2.00000756139973e-22
"PTGDS",9.16160007836162e-27,-0.48758260271829,0.051,0.202,2.35563061214834e-22
"SERPINF1",1.85341531511423e-26,-1.42960275862837,0.082,0.258,4.76550145822171e-22
"NDUFA4",1.87470096065923e-26,-0.76340929550526,0.674,0.864,4.82023111004702e-22
"PCBD1",2.0953701753284e-26,-1.35607304041513,0.135,0.35,5.38761579480438e-22
"TMEM98",2.46130728130179e-26,-2.23478673461767,0.018,0.11,6.32851328168316e-22
"RPL13",8.85718290600782e-26,-0.507895180785848,0.871,1,2.27735886879273e-21
"RPS18",8.86971730860127e-26,-0.374284012042647,0.999,1,2.28058171438756e-21
"MANBAL",1.33373253037618e-25,-1.95522427382728,0.026,0.131,3.42929308210324e-21
"PFN1",1.80329936607785e-25,-0.57259342736806,0.822,0.997,4.63664333005936e-21
"CCL18",2.20671546747535e-25,-1.93830379041689,0.018,0.107,5.67390680997262e-21
"S100A13",2.34995483066278e-25,-1.48913697426246,0.058,0.208,6.04220386060013e-21
"CSRP2",2.86805558830232e-25,-1.92286027391657,0.02,0.113,7.37434452864292e-21
"GAPDH",3.7971823148227e-25,-0.534110532033709,0.955,0.994,9.76331516787212e-21
"C14orf2",6.6611693089776e-25,-0.667567210633309,0.548,0.858,1.71271985272432e-20
"CRTAP",1.02324848361641e-24,-1.55604772958774,0.083,0.252,2.6309765010745e-20
"CMTM8",1.10940397925616e-24,-1.71237968321794,0.051,0.19,2.85249951146345e-20
"NMB",2.61534562567108e-24,-1.68868120695003,0.054,0.193,6.72457667272548e-20
"PRRG4",2.61621288001086e-24,-2.10280072516116,0.029,0.134,6.72680655708392e-20
"POLR2F",2.69598298113766e-24,-0.863653171756408,0.261,0.546,6.93191144110116e-20
"MRPL23",3.21633308070102e-24,-1.4008048639903,0.113,0.303,8.26983561709846e-20
"PRKAR1B",3.34114728042405e-24,-1.68826836733291,0.03,0.139,8.59075788742632e-20
"IGFBP7",3.3714886922686e-24,2.57910105987794,0.362,0.104,8.66877172556102e-20
"CKS1B",5.21183324142203e-24,-1.29281155523962,0.114,0.306,1.34006656303443e-19
"PRELID1",5.85405193782832e-24,-0.963525576400761,0.295,0.561,1.50519383425442e-19
"GCSH",6.04238545295434e-24,-1.62201557515331,0.056,0.196,1.55361814766362e-19
"DNAJA4",6.39080468028095e-24,-1.01082178751568,0.152,0.38,1.64320369939384e-19
"RPS11",6.48821079438308e-24,-0.455154840601246,0.897,0.994,1.66824875945178e-19
"MAP1LC3A",9.19927708727251e-24,-1.37195587087377,0.09,0.264,2.36531812467951e-19
"NME4",1.56521632759442e-23,-1.43381682594373,0.074,0.234,4.02448422151077e-19
"ATP5D",1.7957494064113e-23,-0.763426601163469,0.393,0.7,4.61723087376474e-19
"IFI6",2.07581873315147e-23,-0.874295249032567,0.198,0.445,5.33734512667905e-19
"CYC1",2.09818116243059e-23,-1.01003595913978,0.21,0.457,5.39484340484153e-19
"RAC1",3.07189310525386e-23,-0.935405821090035,0.347,0.617,7.89845155222874e-19
"ATXN10",3.20696701788872e-23,-1.33684194628061,0.119,0.312,8.24575359639548e-19
"SERPINA5",4.5438155993836e-23,-1.84130286480611,0.024,0.119,1.16830586691351e-18
"SQLE",4.78931116059908e-23,-1.21352067553054,0.095,0.27,1.23142768561323e-18
"AK1",8.91942577814556e-23,-1.42345828958721,0.059,0.202,2.29336275607679e-18
"FAHD1",9.99361931116882e-23,-1.86773955008069,0.028,0.128,2.56955939728773e-18
"PAFAH1B3",1.00893601726857e-22,-1.3083269261326,0.061,0.205,2.59417628760096e-18
"MRPS26",1.01779600881262e-22,-1.23519557798136,0.102,0.282,2.616957097859e-18
"PPIA",1.60267192491401e-22,-0.545471570157545,0.744,0.941,4.12079005333891e-18
"HSPD1",1.77954975131092e-22,-0.628168677197758,0.705,0.89,4.57557832057063e-18
"DNAJB11",2.34819685913477e-22,-0.866191013785038,0.202,0.445,6.03768376420733e-18
"LAGE3",3.38908833162332e-22,-1.17142133766877,0.121,0.312,8.71402391826988e-18
"RPL8",3.94471229300516e-22,-0.343709178271951,0.987,1,1.01426442477749e-17
"LGALS2",4.33880236551777e-22,-1.74926308764644,0.023,0.116,1.11559286422193e-17
"NUDT5",4.55246918403977e-22,-0.871964726408394,0.178,0.409,1.17053087660031e-17
"TMEM97",5.37841916642621e-22,-1.60908834667948,0.035,0.145,1.38289913607151e-17
"PFDN6",5.59017879073709e-22,-1.00913864695012,0.136,0.341,1.43734677067432e-17
"PPIL1",6.11383503242214e-22,-1.7403138362333,0.027,0.125,1.57198926353638e-17
"APOC3",8.3456140321702e-22,2.58950500702047,0.449,0.243,2.1458242799516e-17
"BIRC5",1.12122107968311e-21,-1.9223594123941,0.031,0.134,2.88288364008122e-17
"CDC20",2.5746918904404e-21,-1.97797146842009,0.02,0.104,6.62004778870035e-17
"REEP6",3.01108022140917e-21,-1.84272957559711,0.034,0.139,7.74208946528725e-17
"UBP1",3.38382711293226e-21,-1.66145044356712,0.038,0.148,8.70049627277142e-17
"VPS25",4.39264825561156e-21,-1.15038235734202,0.081,0.237,1.12943771948284e-16
"CNOT10",4.82191167371851e-21,-1.29968951496297,0.049,0.175,1.2398099295465e-16
"NFKBIE",5.52832935080785e-21,-1.37642748471946,0.063,0.202,1.42144404267972e-16
"CHCHD10",8.74648689750837e-21,-0.934078849044882,0.222,0.46,2.24889671108735e-16
"RALA",1.00330839275193e-20,-0.970979750595435,0.112,0.294,2.57970653944376e-16
"HSPA1B",1.01415560975456e-20,-0.519587255767946,0.569,0.801,2.60759690380092e-16
"RP11-242D8.1",1.49444628890495e-20,-2.02342555347809,0.025,0.116,3.84252029803241e-16
"G0S2",2.25316619534836e-20,-1.7205838344686,0.106,0.276,5.7933409214797e-16
"PTPRC",3.15657514803912e-20,0.897386539625814,0.784,0.7,8.11618602063819e-16
"MALSU1",3.27930328526952e-20,-1.32648983962544,0.072,0.217,8.43174460708498e-16
"FTH1",4.22852637686243e-20,-0.384252452059115,0.846,1,1.08723870201887e-15
"MB21D1",5.29520727782004e-20,-1.23714428681066,0.079,0.228,1.36150369527309e-15
"S100A10",6.04996403710462e-20,-0.574106220988509,0.727,0.896,1.55556675322034e-15
"PLTP",6.79189346468871e-20,-1.6454686210531,0.028,0.122,1.74633164764076e-15
"CHCHD2",7.00665809249756e-20,-0.514920893308154,0.771,0.938,1.80155192874297e-15
"EBPL",7.26704425362854e-20,-1.26214273741045,0.076,0.223,1.86850241849297e-15
"CTNNAL1",1.05893054305664e-19,-1.07052284200892,0.055,0.181,2.72272221230722e-15
"SNRPB",1.31671826034545e-19,-0.688902209026642,0.468,0.745,3.38554599100023e-15
"MARCKSL1",1.75359184504377e-19,-0.942102596198774,0.18,0.395,4.50883535197653e-15
"MRPL51",2.43679225717564e-19,-0.795506475022649,0.294,0.543,6.26548025165e-15
"ACTB",2.52094144549576e-19,-0.336754559256674,0.99,1,6.48184464465869e-15
"ZFYVE21",2.57783761861374e-19,-1.40736776794012,0.041,0.151,6.62813608497965e-15
"ROMO1",2.67005293368253e-19,-0.620906973911567,0.386,0.682,6.86524010308451e-15
"HMGN1",3.98545433967289e-19,-0.637923901539337,0.505,0.772,1.02474001981669e-14
"SLC39A4",4.87003485524057e-19,-1.37540126846505,0.049,0.166,1.25218336197945e-14
"SEPP1",4.90863451886513e-19,2.67079237008226,0.314,0.095,1.2621081074906e-14
"DCTPP1",5.23799050432318e-19,-1.29716682823313,0.064,0.196,1.34679211847158e-14
"TUBA1C",5.44819119226748e-19,-1.04113961212053,0.14,0.329,1.40083891935582e-14
"C1QBP",9.3613552310157e-19,-0.881261904523134,0.213,0.442,2.40699165699876e-14
"PSMB5",9.43608600604897e-19,-0.799495185821456,0.224,0.457,2.42620643387531e-14
"RPLP1",1.04137599139846e-18,-0.272071897354875,1,1,2.67758594908373e-14
"MSRB1",1.25906725787305e-18,-1.47028750379971,0.04,0.145,3.23731373344319e-14
"HLA-E",1.36291656609199e-18,0.587267607467951,0.901,0.932,3.50433107473574e-14
"STMN1",1.42007432746002e-18,-0.785834342017245,0.226,0.448,3.65129511076521e-14
"C12orf75",2.31345605023194e-18,-0.785112764097167,0.22,0.454,5.94835819635635e-14
"CPVL",2.40520887201159e-18,-1.45364937501416,0.039,0.142,6.1842730517162e-14
"NDUFB9",2.59043707191672e-18,-0.730872506337829,0.396,0.656,6.66053179931226e-14
"RP11-138A9.1",2.597326811892e-18,1.32353898670984,0.597,0.454,6.6782466987367e-14
"NGFRAP1",2.59816208870362e-18,-0.456649905959557,0.186,0.412,6.68039436247476e-14
"TMEM41A",2.65421326286678e-18,-1.45569550129782,0.036,0.136,6.82451314148308e-14
"TOP2A",3.58213077198277e-18,-1.58988352339368,0.027,0.113,9.21037464092209e-14
"IDH2",3.66672382964468e-18,-0.883194503145146,0.265,0.493,9.4278803107824e-14
"RPS9",3.69076804341794e-18,-0.318410185916433,0.977,1,9.4897027932362e-14
"GAGE1",4.09558499918777e-18,-1.17506469288811,0.033,0.131,1.05305681499116e-13
"SLC30A1",4.76716068548825e-18,-1.57867373021323,0.037,0.136,1.22573235545274e-13
"CLIC1",4.78663691708502e-18,-0.466130640104111,0.732,0.941,1.2307400841209e-13
"CENPN",4.83329280278303e-18,-1.45253898563848,0.034,0.131,1.24273624545157e-13
"CLU",7.62065900083306e-18,-0.949047237756043,0.311,0.519,1.9594238422942e-13
"TPI1",7.74306088836744e-18,-0.565588128627267,0.682,0.855,1.99089581561704e-13
"FKBP5",8.07430326940525e-18,2.06598013785272,0.363,0.16,2.07606485662948e-13
"GPX2",8.68443310146451e-18,-0.758425761112428,0.078,0.223,2.23294143904855e-13
"HSPH1",8.81456112761326e-18,-0.53476315281282,0.616,0.849,2.26639995713192e-13
"TMEM176A",8.96380287335633e-18,-0.796435713172376,0.129,0.306,2.30477299479738e-13
"PRDX5",9.2625232756394e-18,-0.652752938027339,0.407,0.668,2.3815799846324e-13
"MRPL18",1.02295459634423e-17,-0.506406686137193,0.357,0.632,2.63022085812027e-13
"S100A9",1.07011699307915e-17,-1.07218373802149,0.057,0.178,2.75148481260511e-13
"HACD3",1.21328359812897e-17,-1.23668671239188,0.072,0.205,3.1195947875092e-13
"MRPL12",1.31812965272721e-17,-1.18433207365348,0.103,0.258,3.38917496309219e-13
"RP11-347P5.1",1.35576445206534e-17,1.62726321785792,0.447,0.249,3.48594155915039e-13
"NDUFS3",1.52415164463259e-17,-0.813683407102324,0.16,0.356,3.9188987086793e-13
"MT1F",1.5564770598568e-17,-0.96399804051794,0.077,0.217,4.0020138163038e-13
"SCO2",1.83470913834506e-17,-1.21314393363308,0.072,0.205,4.71740413651281e-13
"COA3",2.58670138500564e-17,-0.883766971678431,0.149,0.335,6.65092660112649e-13
"RAB34",2.66471038430645e-17,-1.59755301862549,0.023,0.101,6.85150334012873e-13
"TIMM8B",2.80756662410451e-17,-0.631510418738032,0.198,0.418,7.21881530389753e-13
"PRDX2",3.06432463469079e-17,-0.654191265577146,0.376,0.632,7.87899150071695e-13
"RPL29",3.3790952257293e-17,-0.36088261647354,0.948,0.994,8.68832964439517e-13
"MRPL28",3.61923559199864e-17,-0.909471187558035,0.14,0.32,9.3057785541469e-13
"GARS",4.04666260096309e-17,-1.15047801608752,0.074,0.208,1.04047788795963e-12
"PHB",4.67188665503751e-17,-0.768133322365854,0.239,0.466,1.20123549674324e-12
"ANXA4",7.15293609857953e-17,-0.898532238410221,0.111,0.276,1.83916292966677e-12
"NT5C3B",7.24980359878038e-17,-1.65805715111811,0.031,0.119,1.86406950131841e-12
"FOS",7.80511990249687e-17,1.16708409033564,0.676,0.62,2.00685242933e-12
"TUBB2A",9.12771320091495e-17,-0.96573699232448,0.111,0.273,2.34691761821925e-12
"GGCT",9.31014947498487e-17,-0.892388037730176,0.108,0.267,2.39382563300811e-12
"MRPL4",9.89217205148858e-17,-1.1014624269351,0.096,0.243,2.54347527787874e-12
"SLC25A1",1.15429866974931e-16,-1.39880131709215,0.044,0.148,2.96793273965943e-12
"MRPS34",1.37835515795685e-16,-0.972852933194737,0.171,0.359,3.54402678213865e-12
"WDR18",1.47256296777958e-16,-1.09355164675293,0.069,0.196,3.78625390275487e-12
"PERP",1.64715191384585e-16,-0.915950951942789,0.146,0.326,4.23515700088045e-12
"GPX4",1.73430545969166e-16,-0.609924208662294,0.545,0.763,4.4592461979592e-12
"MRPS2",1.75063473413603e-16,-1.45052101887215,0.054,0.166,4.50123202841056e-12
"KIF5B",2.1071855321932e-16,-0.711643444078584,0.256,0.487,5.41799544037516e-12
"PA2G4",2.14133038772133e-16,-0.584336727769124,0.284,0.537,5.50578869290908e-12
"BAK1",2.4626191816951e-16,-1.04179037756429,0.091,0.234,6.33188643997444e-12
"PRDX4",2.70744309352129e-16,-0.716234849449599,0.144,0.329,6.96137768206193e-12
"ATP5G1",2.79607509244943e-16,-0.637633422238439,0.261,0.51,7.18926827770599e-12
"ATP5J2",2.88110164057286e-16,-0.547547285157151,0.528,0.78,7.40788853824095e-12
"UQCRH",3.03207854159861e-16,-0.570706867123084,0.533,0.798,7.79608034615834e-12
"NKRF",3.03943623118798e-16,-1.26205170229155,0.051,0.16,7.81499843763054e-12
"LSM5",3.28236216253201e-16,-0.722990193486867,0.255,0.481,8.43960959230231e-12
"TIFA",3.41222106068715e-16,-1.26333178641542,0.102,0.249,8.77350279123879e-12
"MRPL11",3.48050814063341e-16,-0.90801100764745,0.135,0.306,8.94908253119662e-12
"LRRC61",3.57032245584925e-16,-1.61079467652228,0.03,0.116,9.1800130984796e-12
"IGLC2",4.32031287753783e-16,3.92972181268149,0.172,0.356,1.11083884707253e-11
"SAMM50",4.56891022178435e-16,-0.933497864495762,0.079,0.214,1.17475819622519e-11
"IGHG3",5.51954813988398e-16,-0.498983292491034,0.295,0.496,1.41918621772697e-11
"GNL1",5.8285910152923e-16,-1.03997652435817,0.099,0.246,1.49864732185196e-11
"TRAF4",5.92690852102431e-16,-1.08669713584895,0.093,0.234,1.52392671892577e-11
"TUFM",6.09751045613205e-16,-0.700410379281457,0.272,0.501,1.56779188848067e-11
"GLO1",6.43703880935251e-16,-0.882792237595136,0.173,0.359,1.65509141866072e-11
"SLC9A3R1",7.46482904343139e-16,-0.879286260011008,0.166,0.353,1.91935684364708e-11
"AP2S1",7.80117621469231e-16,-0.629377703832574,0.285,0.528,2.00583842832169e-11
"POP7",8.5797257467902e-16,-0.990165158919698,0.077,0.208,2.2060190840147e-11
"ACTG1",9.03480906544269e-16,-0.405846540669923,0.851,0.955,2.32303010690662e-11
"SEC61G",9.30091520036579e-16,-0.481475900914182,0.535,0.813,2.39145131631805e-11
"KDSR",9.38495687428892e-16,-1.42653972348094,0.064,0.181,2.41306011151717e-11
"FSCN1",1.03478907835277e-15,-1.26081608738389,0.03,0.116,2.66064967826064e-11
"TNFRSF25",1.08727337079639e-15,-0.959509264003697,0.126,0.288,2.79559729099167e-11
"MYL6",1.29291306348917e-15,-0.311947443335071,0.94,0.994,3.32433806884335e-11
"CD69",1.33295168418024e-15,1.46201015942979,0.606,0.478,3.42728537036422e-11
"PGF",1.51277098277046e-15,-1.55087318765721,0.027,0.107,3.8896367508994e-11
"LYRM4",1.980531773629e-15,-0.920016869596998,0.103,0.249,5.09234329635487e-11
"AURKAIP1",2.20436779559469e-15,-0.76546050371155,0.257,0.475,5.66787047603307e-11
"ADI1",2.23435202129619e-15,-0.833920075106003,0.213,0.409,5.74496591715676e-11
"STK4",2.47229474773591e-15,1.11261067898239,0.558,0.409,6.35676425537857e-11
"DCAF13",2.58019810366853e-15,-0.842524383274223,0.109,0.261,6.63420536415251e-11
"CDK4",3.41044860177147e-15,-0.973211341037401,0.085,0.22,8.7689454448748e-11
"MT1X",4.03783092803601e-15,-0.502101458582311,0.306,0.552,1.03820708821662e-10
"NDUFAB1",4.44813307686622e-15,-0.639040058045232,0.248,0.475,1.14370397672384e-10
"CLASP2",4.50440862238097e-15,-1.40237329860152,0.033,0.119,1.1581735449866e-10
"IDH1",4.535522590037e-15,-0.981790817423746,0.084,0.217,1.16617356835031e-10
"TFF2",5.27281089919928e-15,-0.861583558369761,0.027,0.107,1.35574513840212e-10
"PPP4C",5.30104315539186e-15,-0.587920830083479,0.263,0.496,1.36300421611435e-10
"DUSP4",5.36029272596454e-15,-0.733303087721947,0.356,0.573,1.3782384657e-10
"IMP3",5.78303430029137e-15,-0.865907164559004,0.147,0.32,1.48693377929092e-10
"CDC123",5.81898855415734e-15,-0.595835666008674,0.142,0.32,1.49617833704493e-10
"SNF8",5.91813720255788e-15,-0.92666434675988,0.142,0.309,1.52167143752168e-10
"RNF5",6.05335259173658e-15,-0.747587707301535,0.161,0.341,1.55643801838731e-10
"DUT",6.34675087139246e-15,-0.960438547401479,0.239,0.436,1.63187658405243e-10
"SYTL3",7.211284874944e-15,1.53411543792645,0.414,0.237,1.8541655670456e-10
"SESN3",7.25110557202238e-15,-1.21899410683347,0.054,0.16,1.86440426467839e-10
