"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IMMT",0.826023178501281,0.476843475127194,0.137,0.139,1
"TTC3",0.82709016570924,0.276425973580547,0.175,0.19,1
"RBM7",0.827696646126069,0.471246525609904,0.154,0.16,1
"APOC1",0.828938169004839,0.705936225261935,0.644,0.774,1
"NAPA",0.829608185500718,0.439306242583377,0.168,0.175,1
"ZNF791",0.831309268735532,0.362048796576748,0.112,0.122,1
"C5orf56",0.833535608186258,0.303759004292951,0.105,0.113,1
"DYNC1I2",0.833571417220694,0.36564271753032,0.207,0.228,1
"ACTR3",0.834276550366605,0.25893913109274,0.472,0.549,1
"TGFBR2",0.834637216734935,0.300718858999459,0.094,0.101,1
"PIAS1",0.835724592349443,0.428956645385711,0.099,0.107,1
"CRLF3",0.839537636656109,0.503786819361574,0.1,0.101,1
"SF3B1",0.840907453146671,0.347624608805872,0.314,0.353,1
"PPP2R2A",0.843483697507723,0.41302978094085,0.152,0.166,1
"SPOP",0.846319126825461,0.431855330525084,0.122,0.134,1
"SP140L",0.847148848190809,0.410382811320895,0.102,0.11,1
"SMARCE1",0.848204738145767,0.335352664996569,0.172,0.187,1
"CEBPD",0.850258412958697,0.678023840263916,0.142,0.148,1
"PPP1R10",0.852582370279248,0.384164597867646,0.107,0.107,1
"ABT1",0.854839662960308,0.446615243615462,0.176,0.196,1
"CDC37L1",0.855348034521462,0.576245111046867,0.122,0.134,1
"SPINK1",0.857371022844354,0.507320849695757,0.126,0.136,1
"SAR1B",0.857477850381503,0.386735010600827,0.197,0.205,1
"MMADHC",0.858769877214634,0.333964759913703,0.249,0.282,1
"PCID2",0.859216880830598,0.466404333816792,0.102,0.11,1
"TYROBP",0.860721533903387,0.424926480125561,0.301,0.332,1
"MALT1",0.862851085067769,0.340488213770663,0.101,0.101,1
"USP34",0.862988061953069,0.383215305348205,0.106,0.107,1
"SLC3A2",0.866352010644334,0.3080738376233,0.321,0.365,1
"MRPL10",0.867441588937392,0.44724037167742,0.148,0.154,1
"CYP20A1",0.867611090104754,0.291118226590477,0.151,0.154,1
"SIRT2",0.867663818491728,0.411783217863308,0.126,0.128,1
"SMG1",0.869480929082498,0.261215497998504,0.109,0.116,1
"PTPRE",0.873265269072885,0.368485526349678,0.119,0.122,1
"MT-ND4L",0.873850310641498,0.309732136026736,0.408,0.484,1
"TCEA1",0.875518482378787,0.314729433571698,0.27,0.309,1
"TSPAN14",0.876435787291728,0.355343962407392,0.154,0.16,1
"PPP3CA",0.877266144267544,0.312550799669405,0.12,0.122,1
"PPP2R3C",0.879342567803288,0.53684334683879,0.131,0.136,1
"DCTN6",0.881865945506903,0.278895934268695,0.242,0.258,1
"M6PR",0.884545226214414,0.37160709486522,0.236,0.258,1
"SNAP47",0.8871624403455,0.464665010073437,0.108,0.11,1
"ATF7IP",0.888241819430465,0.380302155565859,0.13,0.134,1
"RNMT",0.891583798450485,0.329298543126894,0.232,0.258,1
"MIER1",0.894470367880083,0.33249819689267,0.181,0.196,1
"STX5",0.894558304419983,0.436646760444282,0.143,0.148,1
"TRAPPC6A",0.896156368652934,0.365260571999293,0.204,0.217,1
"ZNF331",0.903786809815785,0.315985416368352,0.482,0.552,1
"SAFB",0.90464405801586,0.359808575570677,0.13,0.139,1
"EWSR1",0.909646717100968,0.386334205986102,0.285,0.332,1
"GOLGB1",0.91328007807853,0.435048365315969,0.186,0.199,1
"ARL1",0.91373065576228,0.436690084725813,0.099,0.104,1
"IKZF1",0.91745353037635,0.271832251680652,0.189,0.199,1
"CALCOCO2",0.919420587357978,0.507064265995673,0.127,0.136,1
"TMEM33",0.920034930336295,0.516169563694051,0.098,0.104,1
"BUB3",0.921582435725636,0.349243274748841,0.391,0.46,1
"CCDC66",0.921766119760063,0.671455136844765,0.1,0.104,1
"UBAC2",0.922333423016716,0.364670026016835,0.135,0.145,1
"ZC3H12A",0.924334004205046,0.373743060599461,0.259,0.285,1
"OBFC1",0.925280736466085,0.470075136117976,0.106,0.11,1
"YAF2",0.927425593207319,0.371864959453832,0.184,0.199,1
"NR1H2",0.930570077340199,0.448837095554922,0.192,0.208,1
"NGDN",0.931220915802356,0.445529437226923,0.15,0.163,1
"TMBIM4",0.931936576049498,0.298588981521279,0.301,0.332,1
"STK10",0.934479078797219,0.256778878617084,0.105,0.107,1
"PNPLA8",0.934580640922501,0.352628025374632,0.157,0.169,1
"RSRC1",0.935427453551492,0.493258576065488,0.106,0.113,1
"H3F3C",0.937755291392004,0.559724811548141,0.098,0.104,1
"VPS13C",0.938721120902512,0.298009735356995,0.102,0.104,1
"CCDC88C",0.939902335064433,0.322214468437462,0.125,0.128,1
"RSF1",0.941883686004383,0.353019956496297,0.164,0.175,1
"SNX2",0.942249806882523,0.342995413281246,0.158,0.169,1
"CHMP2B",0.94334972839567,0.362101145497245,0.172,0.184,1
"ICAM1",0.944832195321586,0.263318887206694,0.099,0.104,1
"MDM4",0.945062737718407,0.466166979729201,0.141,0.151,1
"RNF167",0.947204587304738,0.421359571340962,0.219,0.24,1
"KLF10",0.947917176427069,0.399092336934339,0.107,0.113,1
"VPS4B",0.948990271107492,0.337809831888229,0.127,0.134,1
"SIRT7",0.951477674908357,0.383447085877269,0.112,0.116,1
"RAF1",0.952958243799397,0.326784548435237,0.109,0.113,1
"RSBN1",0.954985559149286,0.312140608096584,0.166,0.175,1
"C15orf57",0.956043574236694,0.573270431706286,0.098,0.104,1
"STAG2",0.956051842005189,0.392110196377103,0.123,0.128,1
"RALGAPA1",0.95786804841932,0.294466458114318,0.173,0.181,1
"DNAJB14",0.958111024971875,0.484343247802817,0.151,0.163,1
"RAB14",0.958457149378191,0.513446361937024,0.166,0.181,1
"SRPK2",0.961196848976775,0.471365517192039,0.138,0.145,1
"ARRDC3",0.963973259468267,0.366227910291738,0.166,0.175,1
"FAM65B",0.968042915921491,0.328873882105269,0.112,0.116,1
"KMT2C",0.969501891268629,0.371174725572255,0.103,0.107,1
"NMT1",0.97029965830304,0.510045252165627,0.154,0.166,1
"MPHOSPH8",0.971090997190216,0.39565929453792,0.241,0.264,1
"DAZAP2",0.971321268430285,0.271308822338151,0.409,0.475,1
"PHTF2",0.974931316386656,0.394715153532164,0.12,0.125,1
"HELZ",0.976770332119224,0.3249283656683,0.116,0.122,1
"APBB1IP",0.976914754824214,0.387597277439141,0.176,0.19,1
"CCNG1",0.977321247646482,0.334570909899219,0.268,0.3,1
"RECQL",0.980224616177372,0.558192561904554,0.099,0.104,1
"MTIF3",0.981839637965041,0.445790465969549,0.148,0.157,1
"CCL3",0.984654876420122,0.280102453611563,0.374,0.421,1
"CDKN1A",0.985318304725838,0.322414735868509,0.282,0.32,1
"KLF3",0.986845648397395,0.268411507521566,0.171,0.181,1
"ING3",0.988878561501178,0.35015373206777,0.097,0.101,1
"RPAIN",0.989712670501423,0.373121796474471,0.143,0.151,1
"CASP3",0.990189259170047,0.513498897500236,0.143,0.151,1
"PDE7A",0.990892865327391,0.395257007575946,0.128,0.134,1
"SVIP",0.991604614550422,0.446957876184437,0.241,0.267,1
"MRPL44",0.992453700482171,0.472060565744933,0.097,0.101,1
