"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAM222B",6.67007778728511e-183,-1.28514816758783,0.134,0.347,1.71501040066675e-178
"ABCA7",9.59611512172366e-183,-1.4671481524276,0.07,0.245,2.46735312009759e-178
"AC245100.1",2.54165862472783e-182,-1.3015217443075,0.185,0.423,6.53511265590019e-178
"GNPDA1",2.59005203465728e-182,-1.00096396956667,0.361,0.608,6.65954179151081e-178
"HCG18",3.30906412479185e-182,-1.27752446228698,0.135,0.352,8.50826567766482e-178
"TMED6",3.53324385792807e-182,-1.88834726643097,0.045,0.195,9.08467660750465e-178
"COA6",4.47211280792374e-182,-0.660475883119094,0.63,0.821,1.14986964517335e-177
"RBM14",4.54418356915994e-182,-1.21075895123957,0.241,0.487,1.1684004793024e-177
"ZNF207",5.19129662129146e-182,-0.711437202545085,0.592,0.773,1.33478618726646e-177
"FTCD",5.94474544567848e-182,2.42264066272861,0.482,0.27,1.52851294899285e-177
"CUL7",7.01313930283184e-182,-1.62120228824574,0.068,0.24,1.80321837754412e-177
"SAFB",9.30774660616018e-182,-0.974847753974695,0.295,0.55,2.39320780737591e-177
"SMC1B",1.28533645344826e-181,-1.30964636445658,0.082,0.268,3.30485708910615e-177
"OARD1",1.51915947789822e-181,-0.810486750053087,0.519,0.735,3.90606284957192e-177
"TCEAL2",2.56458702652745e-181,-3.19174572476066,0.011,0.107,6.59406616260737e-177
"CTNNBL1",3.93645652029209e-181,-0.890528431064951,0.458,0.689,1.0121417004975e-176
"ANKRD26",4.49737941151858e-181,-1.2074093873756,0.175,0.406,1.15636619428966e-176
"MRPS11",7.3211359717107e-181,-0.834093892297505,0.559,0.75,1.88241048104625e-176
"SEP15",1.58079332367279e-180,1.03967397205964,0.8,0.727,4.06453579382747e-176
"CMB9-22P13.1",1.87310147352889e-180,3.07490693622911,0.297,0.058,4.81611850873747e-176
"PCOLCE2",1.91534669703798e-180,-1.07651599347419,0.257,0.517,4.92473942742404e-176
"CNBP",2.00401435706043e-180,-0.463328615979665,0.824,0.93,5.15272171487378e-176
"ADAP1",2.17316531406754e-180,-1.91872953182993,0.028,0.155,5.58764265553045e-176
"TOP2A",2.83828063176301e-180,-0.60360545394777,0.256,0.539,7.29778716038904e-176
"ACOT2",3.53821892553447e-180,2.31474204734553,0.425,0.181,9.09746850133423e-176
"TMBIM1",3.68407710400259e-180,-0.852372378083762,0.46,0.694,9.47249904981145e-176
"DLL4",4.05044082884635e-180,-2.57164467574121,0.01,0.103,1.04144934591297e-175
"LMAN2L",4.50076239749283e-180,-1.41897835589776,0.119,0.327,1.15723602764336e-175
"ADCK2",4.74225753879673e-180,-1.44468179030703,0.17,0.394,1.21932925837542e-175
"ESRP1",5.45615045822043e-180,-2.28167321727328,0.017,0.124,1.40288540581764e-175
"FOXA2",1.06444804026621e-179,-1.26356164212622,0.294,0.525,2.73690880113249e-175
"SERPINB9",1.8349092973033e-179,-0.733156517791492,0.15,0.387,4.71791878522624e-175
"HMGB2",2.09807208864325e-179,-0.45032734450709,0.558,0.805,5.39456295431953e-175
"TFEB",2.14543397515829e-179,-1.62324120024127,0.051,0.205,5.51633983692698e-175
"KRTAP5-2",2.7702010565928e-179,-2.56106226453547,0.014,0.115,7.1227409567114e-175
"IGF2BP3",3.07065140861929e-179,-0.91200675879312,0.223,0.476,7.89525890184192e-175
"VPS72",3.15085010200727e-179,-0.819450366806514,0.446,0.68,8.1014657822811e-175
"RMDN3",3.27532969491254e-179,-1.09430990540796,0.339,0.577,8.42152771155912e-175
"TFPT",4.43571686492104e-179,-1.03059680269707,0.221,0.47,1.1405115203085e-174
"APOE",4.62701307875063e-179,1.63592015049789,0.874,1,1.18969760280836e-174
"FBXL15",4.75961490150522e-179,-0.987263702737225,0.321,0.586,1.22379218347502e-174
"TIMM9",5.1403336799925e-179,-0.898867702823112,0.42,0.657,1.32168259579967e-174
"RP11-872J21.3",6.61741455985248e-179,-1.75245318979131,0.05,0.203,1.70146963162927e-174
"NOP58",7.65202334550442e-179,-0.690428171123189,0.543,0.757,1.9674882425961e-174
"GATA6",7.90651188304591e-179,-1.36627641472233,0.082,0.267,2.03292233536877e-174
"SHISA5",8.45054560693063e-179,-0.786927931163387,0.532,0.738,2.172804286454e-174
"PPCS",1.02101618621296e-178,1.27320024714936,0.675,0.541,2.62523681799076e-174
"TMEM248",1.10978645800647e-178,-0.88539323623069,0.415,0.651,2.85348294082623e-174
"KCTD5",1.51439566512508e-178,-1.42567509415717,0.111,0.311,3.89381413416959e-174
"MTHFS",1.64453366440703e-178,1.36793703614701,0.678,0.563,4.22842495792335e-174
"MANSC1",1.98040199943679e-178,-1.37554577316895,0.102,0.3,5.09200962095187e-174
"WARS",2.08554071630619e-178,-1.05581284941482,0.208,0.452,5.36234228976648e-174
"ZNF662",2.39686996661098e-178,-2.56396688659321,0.01,0.104,6.16283205815015e-174
"KIAA1549",3.27414084900832e-178,-2.40716927550496,0.021,0.134,8.41847095097018e-174
"FAM101B",3.6253530015259e-178,-1.91092092772225,0.012,0.11,9.32150763752339e-174
"HRCT1",3.71184179635162e-178,6.32433199094542,0.216,0.003,9.54388762677928e-174
"PCLO",5.18852665836481e-178,-1.69092808966661,0.045,0.194,1.33407397439876e-173
"DNMT3A",7.06816822767229e-178,-1.11921306627791,0.158,0.386,1.8173674146991e-173
"MIS18A",7.93276285659805e-178,-1.06959214855422,0.219,0.466,2.03967198568849e-173
"EFCAB2",9.90341473518009e-178,-1.34460452216319,0.145,0.367,2.5463659967095e-173
"KBTBD6",1.2482526208269e-177,-1.56108525406508,0.064,0.231,3.20950713867014e-173
"EEF1D",1.39231551588821e-177,0.701453942696373,0.966,0.981,3.57992165445176e-173
"NRBP2",1.39648906768205e-177,3.11718906282921,0.304,0.067,3.59065269082408e-173
"ELOF1",1.78392476382567e-177,-0.896461003770956,0.423,0.661,4.58682735274856e-173
"CPXM2",1.80246271484667e-177,-2.11515920864649,0.014,0.114,4.63449213241376e-173
"UBE2E1",1.87542879276558e-177,-0.788115266789553,0.451,0.693,4.82210251195886e-173
"KCNK5",2.48873987210326e-177,-1.71512005612195,0.043,0.187,6.39904795915189e-173
"APMAP",3.16387356469927e-177,-0.63522482719681,0.685,0.822,8.13495170955476e-173
"RP11-532F12.5",3.8264884590146e-177,-1.69045708422358,0.041,0.185,9.83866712581834e-173
"TET1",3.92986799560326e-177,-1.72607027628341,0.063,0.228,1.01044765902951e-172
"IGF2",4.83502863595661e-177,-1.75698190518015,0.02,0.134,1.24318256287716e-172
"ALKBH5",5.25170046533156e-177,-1.00364022517554,0.277,0.537,1.35031722364605e-172
"HM13",5.79108158752529e-177,-0.667113793168105,0.667,0.811,1.4890028977845e-172
"CLK1",7.1268588292348e-177,-0.806230717797757,0.5,0.704,1.83245794217285e-172
"AC093673.5",7.47700517130723e-177,-1.0685992816261,0.166,0.399,1.92248756964651e-172
"BAHD1",1.15027386908977e-176,-1.41458864621637,0.062,0.228,2.95758417220361e-172
"SAR1B",1.32053065689187e-176,1.13481778652911,0.717,0.609,3.39534842500038e-172
"C20orf196",2.21294675378489e-176,-1.26172938659166,0.102,0.299,5.68992869333172e-172
"CHAMP1",2.2458183049945e-176,-1.36770392775257,0.122,0.327,5.77444802580185e-172
"SRPK1",2.45411923843972e-176,-0.926695133619083,0.411,0.645,6.3100313858762e-172
"FXYD6",3.35643694692286e-176,-1.78427196524849,0.033,0.165,8.63007067792806e-172
"ORAI2",4.45888645625631e-176,-1.38358620748403,0.063,0.229,1.14646888563262e-171
"SDHB",5.26091876261654e-176,1.02205724166623,0.733,0.64,1.35268743224396e-171
"DNAJC4",6.20359824931229e-176,-0.954361779905897,0.388,0.635,1.59506918186318e-171
"CNOT11",6.34474995650312e-176,-1.10843091026281,0.282,0.529,1.63136210881608e-171
"MARCH9",8.2474973149406e-176,-1.67500872587161,0.032,0.162,2.12059650961753e-171
"HNRNPK",2.65320737287266e-175,-0.399555295346729,0.879,0.964,6.82192679713019e-171
"LAGE3",3.02051682569689e-175,-0.626107283538152,0.704,0.854,7.76635286223184e-171
"DNAAF5",3.42559706983204e-175,-1.28287516293846,0.095,0.283,8.80789518595214e-171
"GAGE2A",3.49368059714911e-175,0.780185195405066,0.313,0.671,8.9829515513898e-171
"RCOR2",4.71083306621453e-175,-2.73071897786287,0.01,0.103,1.21124939798508e-170
"ASNA1",4.73960480862526e-175,-0.695038236028954,0.582,0.776,1.21864718839373e-170
"RGL3",5.08338742284167e-175,-1.61809785700989,0.056,0.213,1.30704057416105e-170
"RAB31",5.13430936040567e-175,-1.54159920004022,0.051,0.204,1.3201336227475e-170
"RRP9",5.24020099460966e-175,-1.12040304194517,0.287,0.534,1.34736047973404e-170
"GTF2A2",6.03479739727659e-175,-0.592618885994125,0.679,0.83,1.55166710678776e-170
"CDCA3",6.32444605245821e-175,-1.158318497172,0.141,0.359,1.62614156900805e-170
"TMTC4",6.63105778009898e-175,-1.31750200674772,0.105,0.304,1.70497757641905e-170
"ABCG5",9.4203780691885e-175,6.41458630411654,0.212,0.002,2.42216760914975e-170
"PCMT1",9.4891232314118e-175,-0.650415083972525,0.633,0.805,2.4398433652606e-170
"SNRNP25",9.72841946484194e-175,-0.757583122320195,0.443,0.686,2.50137121280016e-170
"IFI27L2",1.52630288044635e-174,-0.455519206685515,0.43,0.723,3.92442996620365e-170
"GALK1",1.70367534044091e-174,1.10489279840643,0.74,0.685,4.38049003534166e-170
"TMEM251",1.7548781788489e-174,-0.894632673705235,0.301,0.556,4.51214277345628e-170
"VPS4A",1.88125686802228e-174,-1.21383575082324,0.217,0.457,4.83708765905888e-170
"RP11-473M20.16",1.94030138820119e-174,-1.39990233172179,0.059,0.22,4.98890292934289e-170
"GOLGA8A",2.05288243191537e-174,-1.16632435998532,0.084,0.268,5.27837130894079e-170
"ADRA2C",2.13537071362093e-174,-2.74424969405546,0.017,0.122,5.49046517886215e-170
"RP11-488C13.5",2.65427829570309e-174,-1.68011199616066,0.039,0.177,6.82468035391178e-170
"CDYL2",2.72137982253642e-174,-1.8153230600596,0.031,0.159,6.99721179970564e-170
"SMNDC1",3.6702724737731e-174,-0.950369460802118,0.26,0.51,9.43700458456539e-170
"MRPL23",6.90645839345547e-174,-0.803492982712441,0.466,0.725,1.77578858212527e-169
"GHITM",6.97360924040844e-174,-0.467268551588105,0.857,0.922,1.79305440789382e-169
"MCMBP",8.93728604817834e-174,-1.10131272365465,0.192,0.429,2.29795498870761e-169
"ZMAT2",1.00071116436873e-173,1.56478016475863,0.583,0.414,2.57302854582487e-169
"ENSA",1.2784348183204e-173,-0.525567352980405,0.708,0.878,3.28711160486542e-169
"STYXL1",1.52145936519406e-173,-1.00900891967601,0.264,0.518,3.91197631978697e-169
"TMEM231",2.40033707210604e-173,-2.28116712386128,0.02,0.13,6.17174667979906e-169
"RP11-108M9.4",2.42405995233299e-173,1.92890575451703,0.5,0.287,6.23274294943859e-169
"CD14",2.8019389034002e-173,1.95128087627241,0.427,0.19,7.2043453084226e-169
"TCF3",2.89606314984633e-173,-1.36825566615429,0.082,0.261,7.44635757088489e-169
"FTSJ2",4.09653769877508e-173,-1.03096554468037,0.305,0.546,1.05330177310905e-168
"ZIK1",4.11921444802767e-173,-2.45799802606713,0.017,0.121,1.05913241887687e-168
"UGT1A1",4.73435971285036e-173,6.42545480420947,0.212,0.003,1.21729856936808e-168
"DST",5.99320980386763e-173,2.50257712302225,0.383,0.144,1.54097410477045e-168
"RTP3",6.20249595573043e-173,5.08825318068345,0.226,0.012,1.59478576013741e-168
"CLSTN1",6.36942122715515e-173,-1.27697910036318,0.12,0.324,1.63770558592613e-168
"DZIP1L",6.54055832907101e-173,-2.78643606237423,0.012,0.108,1.68170835757074e-168
"DRAM1",7.1923940425785e-173,-1.46965459827354,0.096,0.283,1.84930835622778e-168
"UHRF2",1.13682416108757e-172,-1.44726551925357,0.105,0.297,2.92300228298836e-168
"BGN",1.20082836414356e-172,-1.07475748208546,0.067,0.235,3.08756988988591e-168
"EXOC3-AS1",1.40430275374846e-172,-1.66765580603351,0.071,0.239,3.61074324043803e-168
"SOCS3",1.51785365657744e-172,-0.959370179902057,0.126,0.338,3.90270532179191e-168
"WDR82",1.63455047553546e-172,-1.1578471923862,0.201,0.432,4.20275618269678e-168
"FZD6",1.84267951452976e-172,-1.47689488103229,0.062,0.227,4.73789756775892e-168
"RNF126",1.86804347748874e-172,-0.974588863670694,0.355,0.607,4.80311338931905e-168
"FAM96A",4.21736834154485e-172,0.924534749348809,0.799,0.731,1.08436974797801e-167
"TBC1D7",4.94857700805991e-172,-1.02753836598856,0.31,0.557,1.27237812031236e-167
"BMP4",5.77398279591707e-172,-1.59974734401112,0.061,0.222,1.4846064564862e-167
"PPP1R1B",6.1133338123024e-172,-2.28882372917438,0.015,0.116,1.57186038981919e-167
"FAIM",6.82789506504792e-172,-0.992556087067664,0.186,0.422,1.75558837912512e-167
"EIF2S1",7.04957203052564e-172,-0.827522693701855,0.505,0.721,1.81258596048875e-167
"MAPKAPK3",9.30676488185273e-172,-1.11680604427841,0.232,0.475,2.39295538642197e-167
"CYP8B1",9.87866479577677e-172,8.38190262750019,0.206,0.001,2.54000229229012e-167
"ZSCAN31",1.01831559725797e-171,3.29341628385718,0.296,0.066,2.61829306366969e-167
"ABCB4",1.28037493647819e-171,4.44923635266225,0.244,0.025,3.29210003667273e-167
"SHC2",2.37237432919875e-171,-1.20140836365095,0.089,0.275,6.09984887523583e-167
"TNRC6C",2.45378910404327e-171,-1.29584207201383,0.105,0.298,6.30918254431605e-167
"PHF23",2.52830209633479e-171,-1.17871491138655,0.188,0.419,6.500770350096e-167
"DNM1",2.67295351602314e-171,-1.99967851326957,0.025,0.142,6.87269808039871e-167
"MT3",3.22525556795822e-171,-1.58797392095917,0.045,0.189,8.29277711633417e-167
"SPATA2",3.90765112032574e-171,-1.33570937313085,0.113,0.311,1.00473525605816e-166
"PSMA2",3.93988389199319e-171,0.662361055734468,0.89,0.874,1.01302294630929e-166
"VPS52",4.6375746655491e-171,-1.23271023174301,0.178,0.401,1.19241319800598e-166
"CIAO1",5.08064018879021e-171,-0.970840899929352,0.415,0.638,1.30633420534174e-166
"SLC10A3",6.28085878255561e-171,-1.22310168459024,0.117,0.319,1.6149344101707e-166
"DRC7",1.04980070908277e-170,-2.78130729290624,0.01,0.101,2.69924758319363e-166
"CDIP1",1.284139932124e-170,-1.0334483020555,0.262,0.507,3.30178059347723e-166
"FZD7",1.29303473787693e-170,-1.98630994317768,0.039,0.173,3.32465091802916e-166
"RAD51D",1.60143733815242e-170,-1.44685412440088,0.095,0.281,4.1176156838575e-166
"KLF7",1.61325116012867e-170,-1.28216480883568,0.05,0.202,4.14799138292283e-166
"TRIM31",1.89577869293098e-170,-0.803152033615628,0.145,0.367,4.87442617526414e-166
"RNF128",2.98287879212086e-170,2.53787091143286,0.352,0.115,7.66957795030117e-166
"HMGCL",3.12906588772986e-170,1.242202564872,0.657,0.513,8.04545421053102e-166
"KIF3B",3.47314338953084e-170,-1.18994063804652,0.225,0.456,8.93014628316169e-166
"ZNF511",3.72468792394429e-170,-0.922546901911094,0.396,0.635,9.57691759004556e-166
"NXN",4.09576128583244e-170,-2.39509306039201,0.016,0.117,1.05310214181324e-165
"ARHGEF2",4.39744823734904e-170,-1.28429944175497,0.074,0.248,1.13067189078718e-165
"KHDC1",4.86535380755229e-170,-2.42452431791625,0.014,0.112,1.25097977099784e-165
"KAZALD1",5.69845828761711e-170,-1.90204965452015,0.032,0.16,1.46518759491211e-165
"PARP1",5.83701846212374e-170,-0.647374325826708,0.633,0.808,1.50081418698126e-165
"SLC10A1",6.3759892255916e-170,9.38295068887092,0.203,0,1.63939434968411e-165
"MRS2",6.45911523381195e-170,-1.08145620706476,0.302,0.541,1.66076770891773e-165
"EHHADH",8.61420466665398e-170,2.94703104490552,0.333,0.102,2.21488430389007e-165
"BIRC5",8.70849719578819e-170,-0.585259322532708,0.344,0.644,2.23912879898106e-165
"DCAF12",1.41937278478273e-169,-1.05487905325189,0.203,0.436,3.64949130423336e-165
"LGALS3BP",1.63205502057463e-169,-0.443980078132143,0.457,0.796,4.19633986890149e-165
"ATMIN",1.97385873334265e-169,-1.42134484721268,0.101,0.29,5.07518557517063e-165
"GAST",2.27842331201952e-169,-2.72237391177317,0.013,0.109,5.85828201986458e-165
"PUM3",3.14923334335959e-169,-0.978019641533448,0.275,0.524,8.09730877244618e-165
"CYP4F2",3.67396229131698e-169,3.19512426402904,0.288,0.061,9.44649184343421e-165
"FGF21",3.99378642836092e-169,7.7259075739475,0.206,0.002,1.02688236646016e-164
"NFKBIL1",5.11088022600678e-169,-1.00741780898995,0.337,0.576,1.31410952371086e-164
"GGT1",7.38266090432333e-169,-0.814710004203645,0.193,0.438,1.89822977171961e-164
"FEN1",7.8556596060432e-169,-1.12624850245442,0.24,0.479,2.01984719790583e-164
"HLA-B",1.76076267165346e-168,0.687872166905391,0.945,0.967,4.52727298135537e-164
"ZNF620",1.90852331324359e-168,-1.74716643152543,0.052,0.201,4.90719514301192e-164
"TMEM56",2.05438481819481e-168,2.50933401225276,0.392,0.164,5.28223424454249e-164
"FOCAD",2.22344709746121e-168,-1.58836135965941,0.057,0.212,5.71692717699227e-164
"RPL34",2.33415654610305e-168,-0.305617881664854,0.995,1,6.00158331134015e-164
"SOX4",2.51513155450845e-168,-0.545363818097259,0.521,0.769,6.46690625295212e-164
"SSR2",2.88129625738132e-168,-0.429615428813873,0.841,0.943,7.40838893697886e-164
"WSCD1",3.06117005335257e-168,-3.00119484469315,0.011,0.101,7.87088044118012e-164
"ANAPC7",3.28439456661112e-168,-1.15819230865403,0.227,0.461,8.44483530967052e-164
"PSMF1",3.45760321612286e-168,-0.634623608920407,0.643,0.814,8.8901893892951e-164
"CCT4",3.91751189450272e-168,-0.506048407124107,0.755,0.879,1.00727065831454e-163
"PKN3",4.14581277433219e-168,-2.22364326723383,0.031,0.156,1.06597138053629e-163
"CNPPD1",4.19219684409716e-168,-0.986338762401632,0.309,0.553,1.07789765255426e-163
"ZNF138",4.68766722496273e-168,-1.32848033505931,0.116,0.312,1.20529299688242e-163
"GALNT2",5.25750737781414e-168,-1.0831257380102,0.301,0.539,1.35181029698357e-163
"MXD1",6.36185043704288e-168,-1.08660729834017,0.194,0.429,1.63575898437247e-163
"TRIM7",7.7712342422709e-168,-2.7449297902187,0.017,0.12,1.99813974837269e-163
"NSUN7",9.06808157086794e-168,-2.47223977033061,0.021,0.132,2.33158513350156e-163
"RP11-47L3.1",9.12268025908766e-168,-2.22150042112872,0.014,0.11,2.34562354821662e-163
"SERPING1",1.20550726948011e-167,1.03220370653846,0.817,0.819,3.09960029128725e-163
"NAA16",1.26513893600979e-167,-1.1996438239229,0.117,0.317,3.25292523226838e-163
"ACBD6",1.41067872955336e-167,-0.934581223526646,0.374,0.622,3.62713714942759e-163
"MED28",2.03611430587389e-167,-0.800887698813704,0.479,0.701,5.23525710326295e-163
"TXN2",2.37076325909476e-167,-0.639611861747324,0.682,0.812,6.09570649178445e-163
"CBX5",2.94456450079695e-167,-0.765265318950079,0.405,0.646,7.57106424444912e-163
"PAH",3.03109098099011e-167,1.67304095562786,0.593,0.443,7.79354113032177e-163
"OLFML3",3.43321680284741e-167,-2.16715938374777,0.023,0.137,8.82748704348127e-163
"ERLIN1",3.687817810935e-167,-1.35485544069401,0.171,0.388,9.48211715547606e-163
"MKKS",3.98418068094467e-167,-0.56027939069742,0.704,0.852,1.02441253668449e-162
"RNF216",4.24445383706191e-167,-1.08140499372092,0.21,0.445,1.09133397058536e-162
"CMTM4",5.06571158204717e-167,-1.74806093990878,0.045,0.187,1.30249576197597e-162
"TRIOBP",5.25458188191905e-167,-1.1299955408017,0.177,0.402,1.35105809347903e-162
"IL17RA",7.09310628880373e-167,-1.22959117206621,0.086,0.264,1.82377948897722e-162
"CTD-2350C19.2",7.97275518293421e-167,2.9716957689529,0.315,0.085,2.04995481263604e-162
"GMPR2",9.44454555189484e-167,-1.03524025544189,0.312,0.552,2.4283815523032e-162
"LEPR",9.47818322275229e-167,3.01689251044804,0.333,0.102,2.43703047023407e-162
"TF",1.12884276517746e-166,1.02580761585601,0.91,0.934,2.9024805178243e-162
"SSBP1",1.14949361995009e-166,-0.441831938277059,0.82,0.931,2.95557799561567e-162
"GRTP1",1.27210484376467e-166,-1.08938684507995,0.224,0.46,3.27083597428772e-162
"RAB23",1.95980142928304e-166,-1.51899347717651,0.079,0.25,5.03904143497256e-162
"ADPGK",2.93297802177792e-166,-1.08301283791513,0.221,0.457,7.5412730895954e-162
"KDM5B",5.00753560341555e-166,-1.08189714833917,0.171,0.396,1.28753755435021e-161
"LYAR",5.02616082189511e-166,-0.968617788698925,0.334,0.571,1.29232647052567e-161
"PIP5K1B",7.4497000977006e-166,-2.53611944216299,0.012,0.106,1.91546688912078e-161
"UBA2",7.4811721889897e-166,-0.836796295402628,0.436,0.669,1.92355899323303e-161
"EFNB1",8.11384245199849e-166,-1.37241782880234,0.1,0.288,2.08623117125785e-161
"IFT46",1.0155555304277e-165,-1.54602586299674,0.063,0.222,2.6111963798357e-161
"HSPBP1",1.63570349474991e-165,-0.988453157089197,0.373,0.61,4.20572082570098e-161
"TMEM120A",2.39723373065835e-165,1.57694402448194,0.539,0.349,6.16376736826876e-161
"MAT2A",2.41176668322509e-165,-0.895765118384264,0.377,0.612,6.20113449590834e-161
"BMP2",3.27689360002758e-165,-1.15498581283804,0.105,0.296,8.42554882439092e-161
"CDK9",3.46316920408553e-165,-1.12985620832054,0.219,0.451,8.90450065754472e-161
"NELFA",5.01871150852591e-165,-1.13316968952357,0.186,0.412,1.29041110307218e-160
"TGFB1I1",5.85942054500367e-165,-1.55006983252047,0.044,0.184,1.50657421053134e-160
"ARHGAP27",5.88158532631465e-165,-1.81880310943225,0.045,0.185,1.51227321910202e-160
"SYT5",5.94286773428804e-165,-2.36481578675062,0.016,0.117,1.52803015184014e-160
"TLK2",6.21812897819329e-165,-1.22808554578846,0.143,0.35,1.59880532287306e-160
"CCDC137",6.23324685321369e-165,-1.14523285738316,0.261,0.499,1.60269243089831e-160
"NQO2",7.91830515114525e-165,1.29336170356373,0.667,0.566,2.03595462046247e-160
"CTHRC1",7.97299898796903e-165,-1.15147052344498,0.046,0.191,2.0500174997866e-160
"UNC119",1.60520973317865e-164,-0.979400303717062,0.33,0.577,4.12731526594893e-160
"FAM63B",2.54722837757687e-164,-1.16959888831446,0.199,0.424,6.54943360442564e-160
"AC006994.2",2.64473047002607e-164,-2.2166294958476,0.022,0.133,6.80013098453103e-160
"IQGAP1",4.06795274518426e-164,-0.83163091218623,0.214,0.459,1.04595200984178e-159
"FAM3B",4.12355805166398e-164,-0.424510153872951,0.248,0.525,1.06024924624384e-159
"EFNA1",5.01839422885462e-164,-0.555614771858605,0.63,0.811,1.2903295241231e-159
"XPNPEP2",5.30369249906039e-164,5.64653280307056,0.209,0.007,1.36368541535841e-159
"HILPDA",5.71491408165619e-164,-0.576049917418784,0.241,0.485,1.46941870867544e-159
"CCNE1",5.8717155964066e-164,-1.57076999663097,0.067,0.228,1.50973551414806e-159
"PEX2",6.81473491548717e-164,1.81648434912385,0.447,0.217,1.75220464147006e-159
"NKD2",7.44956662405624e-164,-2.13342219899878,0.018,0.122,1.91543257037734e-159
"JUP",7.67986263022452e-164,-1.1819597595959,0.218,0.448,1.97464627948333e-159
"AP1M2",7.71172742065048e-164,-0.778151270933982,0.206,0.462,1.98283935439765e-159
"LAMC1",8.87095445424104e-164,-1.0623785922764,0.206,0.435,2.28089980927446e-159
"ATP5I",9.37080276681182e-164,0.488660407306343,0.963,0.974,2.40942080740266e-159
"BCL7B",1.01847057718059e-163,-0.925043178159379,0.359,0.604,2.61869154804674e-159
"IPO4",1.47771128740476e-163,-1.33344224386561,0.142,0.348,3.79949126217512e-159
"CHSY1",1.69663790952464e-163,-1.46270381910281,0.04,0.177,4.36239539296976e-159
"LIMK2",1.72544958240332e-163,-1.28218990375222,0.085,0.263,4.43647596627543e-159
"SNW1",1.91402038690123e-163,-0.720063553182203,0.51,0.722,4.92132921880044e-159
"RP11-1094M14.11",1.94205729497652e-163,-1.01466464090043,0.213,0.448,4.99341771684364e-159
"HNRNPA1",2.4191506611147e-163,-0.327768602201187,0.927,0.987,6.22012017985812e-159
"MRPS23",3.30555385359699e-163,-0.698663099113808,0.558,0.768,8.49924006836857e-159
"KNSTRN",4.45167059776453e-163,-1.1600093672461,0.192,0.416,1.14461354409722e-158
"RHOF",5.89855362790749e-163,-0.958953016967332,0.129,0.334,1.51663610880757e-158
"RPL36A",6.21865921102458e-163,0.865089906846275,0.97,0.982,1.59894165633864e-158
"CYP2A7",7.24221231291031e-163,7.65562446800112,0.201,0.003,1.8621176298955e-158
"TMEM266",8.89912563754977e-163,-2.38068153948069,0.02,0.125,2.2881431839268e-158
"CTA-29F11.1",1.01303246409857e-162,-1.03229346687665,0.141,0.352,2.60470907169025e-158
"TRDMT1",1.1523490783421e-162,-1.53926347421736,0.056,0.207,2.96291995023321e-158
"TRIM39",1.15741889195859e-162,-1.47436680658607,0.07,0.233,2.97595545500392e-158
"PPME1",1.76297996547126e-162,-1.04304212466046,0.198,0.427,4.53297408721969e-158
"ABHD2",2.15853004835252e-162,2.21955744497309,0.459,0.247,5.550012460324e-158
"PSMD6",2.60888196987825e-162,-0.78594048917162,0.513,0.716,6.70795732095096e-158
"NUDT3",2.67050851502492e-162,-1.03110771627063,0.373,0.583,6.86641149383206e-158
"RP11-61K9.3",2.6873148128945e-162,-2.14646761553044,0.036,0.163,6.90962384691433e-158
"PKP4",2.75758924121101e-162,-1.09857003898596,0.188,0.41,7.09031345700174e-158
"RP11-119D9.1",3.11721111480987e-162,3.54168100213325,0.27,0.051,8.01497321839913e-158
"CELSR1",6.54607378892718e-162,-2.47629932617574,0.014,0.109,1.68312649260896e-157
"LZTFL1",8.9548100244435e-162,-1.45704272563627,0.1,0.284,2.30246075348491e-157
"PECR",9.2462826719203e-162,1.87774496295854,0.461,0.244,2.37740420060415e-157
"KLK15",9.48059794130874e-162,-2.27868944083132,0.016,0.114,2.4376513426693e-157
"CFAP20",1.22114588905888e-161,-0.865496889755684,0.398,0.625,3.13981030994818e-157
"ZC3H18",1.40987925613163e-161,-1.15995395183827,0.171,0.386,3.62508154336564e-157
"RRP12",1.93320503863503e-161,-1.32102665434288,0.107,0.294,4.9706567953384e-157
"L1CAM",2.14694134542271e-161,-2.63047638125778,0.012,0.103,5.52021558735086e-157
"XAB2",2.46887533751879e-161,-1.05344574742421,0.247,0.482,6.34797226782831e-157
"PDE4A",3.00549289191464e-161,-1.41507514052597,0.04,0.174,7.72772332369092e-157
"CNNM2",3.20391777884239e-161,-1.55337106991701,0.063,0.219,8.23791339295954e-157
"TTLL1",3.68786961344518e-161,-1.80903566330418,0.059,0.211,9.48225035009024e-157
"C8orf59",5.65978011717554e-161,1.10798026476393,0.746,0.704,1.45524266372818e-156
"SPG7",5.90539844992167e-161,-1.09375289695089,0.234,0.464,1.51839604944386e-156
"FAM114A1",6.48936264792803e-161,2.04922715331168,0.432,0.218,1.66854492403526e-156
"PRODH2",8.24650427666285e-161,2.30730792659308,0.439,0.22,2.12034117961555e-156
"SLC35B2",8.65792535131611e-161,-0.975326222938305,0.42,0.63,2.2261257663304e-156
"ERF",1.02820212202075e-160,-1.02501763528786,0.28,0.513,2.64371329613976e-156
"MAPK3",1.21379922411505e-160,-1.2575733318018,0.176,0.392,3.12092056504463e-156
"LRG1",1.32773442081474e-160,2.04582296226525,0.49,0.283,3.41387074279886e-156
"LATS2",1.35425028020739e-160,-1.39551826061253,0.084,0.256,3.48204832046924e-156
