"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"VCX3A",0,-3.54804299411642,0.146,0.95,0
"BEX1",0,-4.06308314721313,0.085,0.884,0
"ALB",0,6.70410957169574,0.873,0.094,0
"GC",0,5.54470752099476,0.827,0.048,0
"FBLN1",0,-3.92007777530771,0.124,0.886,0
"VCX2",0,-2.67155281765587,0.104,0.864,0
"EPCAM",0,-2.4522206173004,0.113,0.868,0
"KRT19",0,-3.00105506408598,0.098,0.853,0
"CFHR1",0,4.78682288997202,0.765,0.018,0
"ALDH1A1",0,7.65931104727289,0.767,0.027,0
"CLDN6",0,-3.27108746856575,0.089,0.828,0
"TUBB2B",0,-3.81440695177008,0.102,0.837,0
"AKR1C1",0,8.26918347330645,0.778,0.048,0
"AKR1C3",0,5.37271665924492,0.81,0.088,0
"WFDC2",0,-3.18008704313612,0.13,0.851,0
"AKR1C2",0,7.80164880051647,0.764,0.051,0
"PAGE5",0,-2.51157270102866,0.224,0.936,0
"DMKN",0,-2.72811968315796,0.159,0.859,0
"CFH",0,5.17287624437255,0.726,0.034,0
"PGAM2",0,-3.12654707051737,0.088,0.772,0
"VCX",0,-2.15988065350181,0.18,0.864,0
"PRAME",0,-3.13619211723386,0.126,0.809,0
"ANGPTL3",0,7.16766392470924,0.689,0.01,0
"ALDOB",0,9.60353514140182,0.685,0.008,0
"CRABP1",0,-4.47826029727612,0.046,0.723,0
"UGT2B4",0,5.77867110440564,0.69,0.017,0
"TKTL1",0,-2.75353678411055,0.127,0.796,0
"PCSK1N",0,-3.78334259083271,0.123,0.789,0
"TFPI",0,6.34602902585351,0.698,0.034,0
"LGALS4",0,5.62401000221083,0.832,0.178,0
"AZGP1",0,7.54217053474924,0.7,0.047,0
"NDN",0,-3.38844242174159,0.126,0.772,0
"CRIP1",0,-1.66349477429468,0.198,0.843,0
"GP2",0,-3.01069099159834,0.088,0.733,0
"FKBP10",0,-3.07219875061819,0.117,0.758,0
"CP",0,6.42302896344149,0.676,0.048,0
"LY6K",0,-1.83642541791943,0.155,0.783,0
"MYL9",0,-2.53762703549004,0.164,0.791,0
"LDHB",0,-2.55386742888933,0.338,0.963,0
"MT1H",0,-2.67013894308789,0.103,0.725,0
"ACTL8",0,-2.85206247045986,0.156,0.778,0
"BAAT",0,6.44484317618544,0.671,0.05,0
"FGL1",0,5.50001701558772,0.799,0.181,0
"PNMA5",0,-3.05084251571899,0.088,0.705,0
"AKR1B10",0,8.07582153901206,0.662,0.048,0
"GSTP1",0,-1.82438060800633,0.331,0.937,0
"H2AFY2",0,-2.72295864018769,0.11,0.714,0
"MT1F",0,-2.45577201531079,0.22,0.82,0
"MEG3",0,-2.42701593699826,0.095,0.694,0
"CFHR2",0,6.33223924982247,0.605,0.011,0
"FXYD2",0,-1.13629484829031,0.138,0.732,0
"UCHL1",0,-1.60914829487459,0.15,0.743,0
"CPB2",0,5.64507574333125,0.674,0.082,0
"C4orf48",0,-2.28967532928753,0.28,0.87,0
"STMN3",0,-4.1376457445337,0.045,0.635,0
"ACTA1",0,-6.50609304413196,0.009,0.598,0
"UGT2B7",0,8.48652857334786,0.593,0.005,0
"FSCN1",0,-3.04720837985453,0.087,0.671,0
"PON1",0,5.3961554839901,0.605,0.023,0
"AKR1C4",0,7.21488403265311,0.598,0.016,0
"GAL3ST1",0,-3.15115554196523,0.087,0.667,0
"SIVA1",0,3.4455446241055,0.678,0.099,0
"AADAC",0,5.39056289799745,0.604,0.025,0
"NUPR1",0,4.64754357983454,0.856,0.28,0
"TTYH1",0,-3.70583490104435,0.047,0.623,0
"NQO1",0,-1.91401076333738,0.381,0.954,0
"PODXL2",0,-3.37780372057582,0.066,0.637,0
"UGT2B15",0,6.50007922050944,0.582,0.012,0
"ARG1",0,7.64678482886242,0.588,0.018,0
"MT1G",0,-2.12488043262971,0.368,0.938,0
"CREB5",0,-2.36268787834203,0.101,0.669,0
"APCS",0,7.73215046067132,0.589,0.026,0
"PHLDA2",0,-2.03903886339033,0.24,0.802,0
"RAB34",0,-2.8611446197033,0.108,0.669,0
"BCHE",0,6.38893516548074,0.573,0.012,0
"PRSS23",0,-2.43538926604508,0.153,0.713,0
"PLTP",0,-2.75307436276112,0.152,0.712,0
"TGFBR3L",0,-2.56045721761211,0.115,0.674,0
"GTSF1",0,-1.69391587111222,0.321,0.876,0
"KRT17",0,-2.32399210627177,0.069,0.622,0
"CNOT10",0,-2.69046418300184,0.254,0.805,0
"ORM1",0,4.78468580710691,0.892,0.344,0
"LGALS2",0,-2.13117566902794,0.126,0.674,0
"MLF1",0,-1.91452194785674,0.125,0.671,0
"RP11-242D8.1",0,-2.84990524354254,0.13,0.676,0
"LDOC1",0,-3.45541133509676,0.055,0.601,0
"SLC2A2",0,5.27044216250553,0.63,0.087,0
"TPM2",0,-1.29382238184636,0.184,0.727,0
"SERPINH1",0,-2.98582931792711,0.364,0.906,0
"SERPINC1",0,5.75274079115272,0.649,0.109,0
"TDO2",0,5.08434609585336,0.554,0.018,0
"TUBA1A",0,-1.87589840304108,0.154,0.69,0
"ADH1B",0,8.26689866482759,0.553,0.018,0
"PTGDS",0,-1.57343201682844,0.14,0.675,0
"CYP2D6",0,6.89461964395912,0.642,0.109,0
"HSPA6",0,-2.88126849506047,0.446,0.979,0
"CYR61",0,-2.23775760361006,0.244,0.772,0
"ACSM2B",0,7.73858822533139,0.541,0.013,0
"UBE2C",0,-1.90913330380741,0.344,0.872,0
"DNAJA4",0,-3.01623887115506,0.098,0.625,0
"HULC",0,6.2083422266328,0.613,0.087,0
"CKB",0,-2.59941485202516,0.428,0.953,0
"C4BPA",0,5.13032836220517,0.556,0.035,0
"PRR5",0,-2.79429257119829,0.17,0.69,0
"PGF",0,-3.74887820413698,0.059,0.576,0
"ARC",0,-3.87423985294511,0.037,0.553,0
"HSD17B6",0,4.98704180709184,0.636,0.122,0
"DUSP2",0,-2.11047927352549,0.229,0.741,0
"GSTO2",0,-3.12890896904418,0.14,0.652,0
"KHDC1L",0,-2.67399386465121,0.121,0.633,0
"TSPAN8",0,5.72864643099608,0.534,0.024,0
"CYBA",0,-2.27286904389556,0.489,0.994,0
"CLRN3",0,-3.14201584553938,0.096,0.6,0
"LIMD2",0,-2.16916545926262,0.147,0.648,0
"GAL",0,-3.28240969359031,0.045,0.542,0
"TNNI3",0,-2.92048887057886,0.062,0.559,0
"FGGY",0,4.27903166271865,0.632,0.135,0
"ISYNA1",0,-2.75253678734111,0.106,0.603,0
"HACD1",0,-2.81147590551049,0.063,0.559,0
"BEX4",0,-2.28505194707103,0.131,0.627,0
"LINC01485",0,11.0134219790763,0.496,0.001,0
"HAO1",0,6.90115789728256,0.502,0.007,0
"FABP5",0,-1.67452306394885,0.437,0.931,0
"HRG",0,5.06308856450197,0.626,0.135,0
"HBA2",0,-0.789340734187848,0.08,0.569,0
"HOXA7",0,-4.27417363739904,0.029,0.517,0
"RPS4Y1",0,3.45125263910726,0.68,0.194,0
"LEFTY1",0,-1.83174496226127,0.078,0.564,0
"CTAG2",0,-2.0803455681973,0.345,0.83,0
"NMB",0,-1.81387892765928,0.236,0.721,0
"ACSL1",0,4.33372082031931,0.553,0.071,0
"IER5",0,-2.56930465690971,0.231,0.711,0
"NPW",0,-2.10323014427937,0.115,0.594,0
"C8B",0,5.80806923659863,0.519,0.041,0
"PLEKHB1",0,-3.4849051798245,0.068,0.546,0
"GLB1",0,-2.82268880115257,0.473,0.949,0
"TMED3",0,-2.03306703365935,0.273,0.747,0
"GABARAP",0,2.27319411746929,0.709,0.235,0
"FOXJ1",0,-3.74778058167823,0.037,0.51,0
"SPHK1",0,-2.6298363345957,0.104,0.577,0
"BTG2",0,-2.03842067435246,0.382,0.854,0
"MDFI",0,-4.22769128779275,0.029,0.501,0
"TNFSF10",0,4.65624803424479,0.539,0.068,0
"MASP2",0,7.68738414425317,0.484,0.013,0
"HIST3H2A",0,-2.4496636780997,0.093,0.564,0
"FGB",0,3.97305600211744,0.854,0.384,0
"PTPRS",0,-2.51551688089282,0.075,0.544,0
"NXT1",0,-2.24836709648101,0.341,0.809,0
"S100A6",0,-0.282780511674376,0.481,0.949,0
"RP11-14N7.2",0,-1.39070359391126,0.211,0.678,0
"FBXL2",0,-2.58498787135945,0.067,0.534,0
"YBX3",0,-1.81282156370011,0.202,0.669,0
"HMGA2",0,-3.30039822065584,0.048,0.514,0
"XIST",0,-1.61389536206835,0.148,0.613,0
"PARVB",0,-2.43816139407258,0.159,0.623,0
"GPAT2",0,-2.99073303986361,0.1,0.562,0
"SLC39A4",0,-1.72683322081495,0.342,0.803,0
"PLBD1",0,-2.31417645050639,0.171,0.631,0
"UBP1",0,-2.35502758201915,0.253,0.711,0
"AGXT",0,5.56306246598504,0.691,0.234,0
"MYLIP",0,-2.48443393435985,0.16,0.617,0
"TGFB1",0,-2.15051707293379,0.106,0.56,0
"MEST",0,-1.78117734887048,0.329,0.783,0
"VIM",0,-1.32372043256993,0.431,0.885,0
"FMO3",0,6.66128597784963,0.462,0.009,0
"MAPK13",0,-2.53913770145647,0.087,0.539,0
"CNN2",0,-2.00068954533472,0.312,0.764,0
"METTL7A",0,3.50649140661232,0.609,0.158,0
"F12",0,4.9111296849481,0.553,0.104,0
"MAGEF1",0,-2.40977564346532,0.313,0.761,0
"PRKAR1B",0,-2.21673229161877,0.151,0.599,0
"DSCR8",0,-1.41748011379077,0.247,0.695,0
"FKBP1B",0,-2.57749847956249,0.116,0.562,0
"NFIA",0,4.61122912011848,0.493,0.047,0
"OBSL1",0,-2.35033733634348,0.113,0.558,0
"MAGEA12",0,-2.05594926850402,0.187,0.631,0
"RAMP2",0,-2.17123339160165,0.141,0.584,0
"SAA4",0,4.1780955167156,0.458,0.016,0
"RGL2",0,-2.09079288276671,0.199,0.64,0
"UBD",0,4.02792185710906,0.61,0.169,0
"PFKP",0,-1.75499821244701,0.126,0.567,0
"COTL1",0,-0.97103748541289,0.211,0.651,0
"TPM4",0,-1.41575699772921,0.323,0.763,0
"NR4A1",0,-1.88768858245474,0.262,0.702,0
"ITIH3",0,4.12334845488887,0.628,0.189,0
"TUBB6",0,-3.04114545322083,0.056,0.495,0
"RPL39L",0,-1.67417716450877,0.234,0.672,0
"CRABP2",0,-2.96003818462578,0.046,0.484,0
"UPB1",0,5.00000178179714,0.485,0.048,0
"CPS1",0,8.46761690759974,0.447,0.011,0
"PLP2",0,-1.04268190459267,0.378,0.813,0
"CRTAP",0,-2.70049618645339,0.471,0.904,0
"CLEC11A",0,-2.58854908155945,0.069,0.502,0
"BAG3",0,-2.50141618914045,0.33,0.762,0
"ACSM2A",0,9.79426249521988,0.434,0.002,0
"VIL1",0,-1.91072391439146,0.307,0.738,0
"GNL1",0,-2.16815871302,0.328,0.759,0
"DEFB1",0,-0.939293656144562,0.487,0.916,0
"OTC",0,8.99174311897464,0.431,0.002,0
"EGFL7",0,-1.65654624752813,0.181,0.61,0
"CLASP2",0,-2.1849557936083,0.155,0.584,0
"FAM60A",0,-1.80908460404813,0.238,0.665,0
"NCBP2-AS2",0,-1.97110709059019,0.352,0.778,0
"DLK2",0,-3.79691989203333,0.035,0.461,0
"MFAP2",0,-2.54841747311077,0.067,0.493,0
"C19orf33",0,-1.15701913147323,0.114,0.539,0
"LINC00665",0,-2.41567698657227,0.127,0.551,0
"DUSP15",0,-2.99679351721277,0.067,0.491,0
"BCAM",0,-2.07219575426095,0.438,0.861,0
"TRIM71",0,-2.94923312747738,0.077,0.5,0
"NDUFA4L2",0,-0.38057640283227,0.267,0.69,0
"C18orf32",0,2.7370026552213,0.59,0.167,0
"PPIL1",0,-2.17633401019121,0.338,0.76,0
"LIPC",0,-2.1608834471972,0.289,0.711,0
"PLK2",0,-2.38688936476801,0.124,0.545,0
"TUBA3C",0,-3.61859587354335,0.044,0.465,0
"RP11-834C11.4",0,-3.05364896713158,0.058,0.479,0
"DIO1",0,4.26857939891563,0.547,0.127,0
"PYY",0,-2.66754314568487,0.029,0.449,0
"CMTM7",0,-1.98383691795017,0.202,0.62,0
"S100A11",0,-1.11482816981855,0.561,0.979,0
"ARID3A",0,-1.92553821905756,0.119,0.536,0
"CMBL",0,3.62326649291474,0.621,0.205,0
"POLD4",0,2.93465297336112,0.522,0.107,0
"FAM83D",0,-2.23531158190136,0.213,0.628,0
"SEPP1",0,5.04967158494331,0.907,0.494,0
"RP11-402P6.11",0,-1.66557621279152,0.103,0.515,0
"IGF2BP1",0,-2.99669854037537,0.07,0.482,0
"FAM200B",0,3.95113730959877,0.443,0.033,0
"HOXC9",0,-3.02514593901901,0.044,0.454,0
"ZNF467",0,-2.91383439234499,0.062,0.472,0
"RPP25",0,-2.6328165058606,0.079,0.489,0
"LBP",0,2.86325886399728,0.584,0.174,0
"MAT1A",0,4.2402394189266,0.573,0.163,0
"NIP7",0,-1.93348877475356,0.28,0.69,0
"PRR7",0,-1.96672501530429,0.204,0.613,0
"DUSP9",0,-2.32116700271727,0.119,0.528,0
"HMGA1",0,-2.41539585759262,0.557,0.966,0
"TP53",0,-1.94923501705339,0.164,0.572,0
"PMAIP1",0,-1.23074138417715,0.164,0.572,0
"PAGE4",0,-1.92768715361413,0.122,0.529,0
"PDCD6IP",0,-1.79728038512782,0.46,0.867,0
"CFD",0,-1.6674193290656,0.192,0.599,0
"MISP",0,-2.36513523030713,0.077,0.484,0
"CNTFR",0,-2.6070280377225,0.09,0.496,0
"CFB",0,3.57279439344896,0.793,0.388,0
"MAP1LC3A",0,-1.75714801033509,0.275,0.68,0
"PBX2",0,-2.22520988828288,0.175,0.58,0
"APOC4-APOC2",0,3.0396990243194,0.584,0.179,0
"POLDIP3",0,-2.04635969868492,0.196,0.601,0
"ADH1A",0,5.75424563306561,0.453,0.049,0
"FRMD4A",0,-2.78391850345187,0.096,0.5,0
"SNRPN",0,4.88736576045863,0.426,0.022,0
"DEDD2",0,-2.11367533769783,0.288,0.692,0
"DBH",0,-3.29798173198445,0.033,0.436,0
"MAGEB2",0,-1.47597761976829,0.182,0.585,0
"WBP5",0,-1.5045467650915,0.481,0.883,0
"TP53RK",0,-2.01765761374219,0.231,0.633,0
"PTGR1",0,3.90791010071363,0.733,0.331,0
"ZNF580",0,-2.03718593662982,0.18,0.581,0
"COL6A1",0,-1.91250142551237,0.134,0.534,0
"IGFBP1",0,4.1918457502261,0.576,0.176,0
"TPPP3",0,-2.91431289679433,0.044,0.443,0
"TNFRSF25",0,-2.30578189159145,0.078,0.477,0
"C4BPB",0,2.97417323185476,0.67,0.272,0
"CTBP2",0,-3.02369438738534,0.053,0.451,0
"AEBP1",0,-3.06221660218798,0.041,0.438,0
"FABP3",0,-1.54005699545919,0.164,0.56,0
"ARMCX3",0,-1.8467982550287,0.152,0.548,0
"SEZ6L2",0,-1.44147324377437,0.182,0.577,0
"TRMT6",0,-1.95516352010299,0.327,0.722,0
"HES4",0,-1.79624282776318,0.165,0.559,0
"BAK1",0,-1.92790284290308,0.21,0.604,0
"BAMBI",0,-2.18927514249256,0.392,0.786,0
"ITM2C",0,-1.41719642109598,0.293,0.686,0
"S100A1",0,-1.79265049021266,0.167,0.56,0
"FKBP4",0,-2.21609405013835,0.508,0.901,0
"POMC",0,-3.47010687735575,0.032,0.424,0
"SULT2A1",0,3.84312998027021,0.636,0.244,0
"BEX2",0,-1.41874909192912,0.267,0.658,0
"CSAG1",0,-1.02131837821444,0.275,0.666,0
"TSPAN3",0,-1.94848078838412,0.349,0.74,0
"CFI",0,3.47586250985704,0.534,0.144,0
"MCM3",0,-1.78134983241705,0.306,0.696,0
"HOXA5",0,-2.83444945836523,0.055,0.444,0
"MAGEA10",0,-2.34509216526001,0.1,0.489,0
"CYP3A5",0,3.57316130531104,0.662,0.274,0
"ZFAND2A",0,-2.39166344435722,0.583,0.97,0
"USH1C",0,-1.976948793945,0.126,0.513,0
"ZNRD1",0,-1.91774151472754,0.456,0.843,0
"ADH1C",0,7.15624191072502,0.402,0.016,0
"MAP1B",0,-2.92783519140274,0.053,0.439,0
"METTL9",0,-1.57062861112616,0.271,0.656,0
"APOBEC3C",0,-1.35117096225562,0.117,0.502,0
"SAMM50",0,-1.9787817897542,0.397,0.782,0
"MAPRE1",0,-1.60319468913925,0.441,0.826,0
"MAFF",0,-1.56087026743527,0.291,0.675,0
"HAGHL",0,-2.76378656266251,0.051,0.435,0
"CD9",0,-1.08981932446584,0.43,0.814,0
"CPVL",0,-1.62765608181358,0.382,0.765,0
"RAE1",0,-1.7705833248632,0.347,0.73,0
"HMOX1",0,-1.56295078846998,0.266,0.649,0
"FXN",0,-1.96359029402748,0.234,0.616,0
"DNAL4",0,-2.13095215988325,0.143,0.525,0
"ODC1",0,-1.98886326373991,0.425,0.806,0
"TBCC",0,-1.83591333441456,0.325,0.706,0
"FLYWCH2",0,-1.44120919341995,0.308,0.687,0
"DPYS",0,3.83846097882703,0.461,0.082,0
"RBP1",0,-1.37617239053283,0.191,0.57,0
"WDR18",0,-1.75104934832076,0.389,0.767,0
"MMP11",0,-3.0265093197057,0.055,0.433,0
"CLEC2L",0,-2.64182373108525,0.075,0.453,0
"C8G",0,3.05660194331253,0.711,0.333,0
"AQP9",0,5.36670081326151,0.398,0.022,0
"CHTF8",0,-1.82191651616454,0.279,0.655,0
"IGF2BP2",0,-1.648060373965,0.288,0.663,0
"DBN1",0,-2.21086662451331,0.117,0.492,0
"IER3",0,-1.19424248384304,0.42,0.794,0
"CDCA7L",0,-1.78020549449669,0.213,0.587,0
"DPCD",0,-1.84580237688602,0.244,0.618,0
"CDC42EP1",0,-1.7030712390061,0.36,0.734,0
"ID1",0,-2.01030176656733,0.141,0.514,0
"SMTN",0,-1.9735316438067,0.162,0.535,0
"XAGE3",0,-2.11945317920203,0.067,0.44,0
"CDO1",0,4.54413869026882,0.455,0.083,0
"FES",0,-2.43021435595837,0.101,0.473,0
"PDLIM7",0,-1.82173043753516,0.205,0.576,0
"GSTA1",0,4.06873162355692,0.82,0.449,0
"GBAS",0,-1.49975606918571,0.311,0.681,0
"CRYAB",0,-1.89914253290923,0.111,0.481,0
"ZNF667-AS1",0,-2.15643831956518,0.082,0.452,0
"SLC40A1",0,2.90175940647684,0.542,0.173,0
"BTG3",0,-1.55847480540944,0.303,0.672,0
"MARCKSL1",0,-2.04961678859723,0.571,0.94,0
"BHMT",0,5.82343108502999,0.427,0.058,0
"AGMO",0,4.91162853557672,0.382,0.013,0
"CES2",0,3.57036033641721,0.642,0.273,0
"BAG1",0,-1.73435068122202,0.419,0.787,0
"COX7B2",0,5.05946621552896,0.38,0.012,0
"HNF1B",0,-2.80374261700747,0.068,0.436,0
"DNAJC9",0,-1.48051805583423,0.305,0.672,0
"SPINT1",0,-1.96635228934946,0.099,0.466,0
"ADM",0,-1.64298058086512,0.314,0.68,0
"SNHG23",0,-3.10976600368268,0.04,0.406,0
"SOHLH1",0,-3.22077790941511,0.037,0.403,0
"KNG1",0,4.11960312933337,0.743,0.377,0
"VARS",0,-1.83662015492498,0.249,0.615,0
"SPAG6",0,-3.75335228132801,0.033,0.399,0
"MTRNR2L1",0,-1.35496936969991,0.089,0.454,0
"MFGE8",0,-1.94851480697707,0.147,0.511,0
"TNNT1",0,-1.84853886035333,0.09,0.453,0
"DLK1",0,-3.55296875582457,0.028,0.391,0
"EMC8",0,-1.71717855622645,0.322,0.684,0
"H2AFX",0,-1.93150358673228,0.163,0.525,0
"COL2A1",0,-5.54500978360621,0.011,0.373,0
"ZFR2",0,-3.87958722775156,0.023,0.385,0
"FMR1NB",0,-3.08117575494532,0.04,0.401,0
"RUSC1",0,-1.7121580977286,0.274,0.635,0
"DNTTIP1",0,-1.70122865473486,0.381,0.742,0
"SPP2",0,8.55274751570229,0.363,0.003,0
"EGR2",0,-2.4267047359622,0.067,0.427,0
"CIB2",0,-2.58202826581342,0.073,0.433,0
"TMEM54",0,-1.75172219155988,0.197,0.556,0
"IMPDH2",0,-1.55999230589008,0.524,0.883,0
"PM20D2",0,-1.91010806512473,0.158,0.517,0
"CBY1",0,-1.6355956645894,0.252,0.611,0
"MCAT",0,-2.1154413069418,0.169,0.528,0
"H2BFWT",0,-3.87984733048001,0.023,0.382,0
"RP11-262H14.3",0,-2.30760690588746,0.1,0.459,0
"MRPS2",0,-1.84177473734826,0.425,0.783,0
"SMARCB1",0,-1.65278922080428,0.44,0.797,0
"C12orf75",0,-1.35446638511343,0.54,0.897,0
"PRSS21",0,-2.40880413271031,0.052,0.409,0
"RSU1",0,-1.20202244447509,0.419,0.775,0
"SRF",0,-2.17310919547836,0.154,0.51,0
"CTGF",0,-1.48432167751574,0.242,0.597,0
"TUBA1C",0,-1.39649252434689,0.558,0.913,0
"RNASEH2B",0,-1.58605100668978,0.271,0.626,0
"ZNF703",0,-3.0687893047172,0.048,0.402,0
"SMOX",0,-1.97497481704868,0.116,0.47,0
"SOX9",0,-1.78186912560821,0.2,0.553,0
"G6PC3",0,-1.749078263931,0.241,0.593,0
"DYNC1LI1",0,-1.65533068121475,0.407,0.758,0
"COL11A2",0,-2.79780898419518,0.04,0.391,0
"M6PR",0,-1.43392395080534,0.414,0.765,0
"ZFYVE21",0,-1.59185736352756,0.322,0.673,0
"BYSL",0,-1.81874535450461,0.238,0.589,0
"PKM",0,-1.4146321400057,0.627,0.978,0
"DOK4",0,-1.81187246229038,0.165,0.516,0
"BLMH",0,-1.67318596389104,0.212,0.562,0
"ALDH1B1",0,-1.82987160386559,0.332,0.682,0
"FGA",0,3.19674959215649,0.842,0.492,0
"KIFC1",0,-1.773444269395,0.151,0.501,0
"LRRC73",0,-3.95790869311281,0.026,0.376,0
"STARD3NL",0,-1.55008372803195,0.24,0.59,0
"CYP2C8",0,8.44895661517845,0.353,0.003,0
"CCND2",0,-1.86097354647374,0.077,0.427,0
"VCX3B",0,-1.76461993032075,0.074,0.424,0
"TPST1",0,-1.6299897737505,0.184,0.533,0
"TWISTNB",0,-1.6322922891069,0.351,0.7,0
"C1R",0,3.16416877957749,0.61,0.261,0
"TFDP3",0,-1.98975243763993,0.117,0.465,0
"SF3A2",0,-1.5237055490198,0.243,0.591,0
"NLRP2",0,-3.29745667787426,0.033,0.381,0
"RGS2",0,-0.972660497999016,0.355,0.701,0
"PPT2",0,-2.66467781800466,0.078,0.424,0
"SPARC",0,-1.26048880817888,0.178,0.523,0
"TRAP1",0,-1.51597156325385,0.439,0.784,0
"PEG3",0,-2.8220384234976,0.043,0.388,0
"CRIP2",0,-1.27024651914419,0.166,0.511,0
"NEFH",0,-3.71148110665891,0.023,0.368,0
"ATXN10",0,-2.02110688254173,0.55,0.894,0
"CLDN4",0,-1.04098281596123,0.376,0.719,0
"NPM3",0,-1.41047878412509,0.389,0.732,0
"ANKRD54",0,-1.92802459875753,0.164,0.507,0
"BRD3",0,-1.64849338753203,0.308,0.65,0
"PNMA1",0,-1.97856502540736,0.107,0.449,0
"E2F4",0,-1.84436298715227,0.196,0.538,0
"CLDN3",0,-1.56739410483324,0.477,0.819,0
"AMHR2",0,-4.22912131808475,0.017,0.359,0
"RARRES3",0,2.47330056041891,0.567,0.226,0
"UPK3A",0,-2.05450643395597,0.126,0.466,0
"H1FX",0,-1.59758918865269,0.231,0.571,0
"KPNA2",0,-1.07741122453957,0.526,0.866,0
"HNMT",0,2.1119055259738,0.643,0.304,0
"NSUN5",0,-1.55616612089506,0.35,0.689,0
"KIFC3",0,-1.70310263779844,0.158,0.497,0
"C19orf81",0,-2.08562795304129,0.084,0.423,0
"HGD",0,2.465002492852,0.678,0.34,0
"TERF2IP",0,-1.34363363556174,0.406,0.744,0
"CYP2B6",0,-1.87783024879944,0.147,0.485,0
"IGLON5",0,-4.07170684817352,0.02,0.358,0
"PTGES2",0,-1.46069356874864,0.432,0.769,0
"NUP93",0,-1.62446996828742,0.201,0.538,0
"COL1A1",0,-2.24977860452215,0.067,0.404,0
"SMIM24",0,-1.34354778323392,0.187,0.524,0
"EXOSC3",0,-1.5170817685311,0.386,0.723,0
"AC140912.1",0,-2.08164944445435,0.085,0.422,0
"RND2",0,-2.77866465390338,0.072,0.409,0
"OLFM2",0,-1.58932009974435,0.159,0.496,0
"DDIT4",0,-1.69082764414932,0.581,0.917,0
"MAP1LC3B",0,-1.48826652243022,0.563,0.899,0
"TYRO3",0,-2.87518862027804,0.055,0.391,0
"GRB7",0,-2.17244367970035,0.118,0.454,0
"TGIF2",0,-2.07234263986882,0.11,0.446,0
"HOXC10",0,-2.76850063393239,0.041,0.377,0
"UBALD1",0,-1.65279569341397,0.235,0.571,0
"EIF4A3",0,-1.41100633698891,0.532,0.868,0
"ARMCX1",0,-2.10040972155523,0.108,0.442,0
"COMMD7",0,-1.56049783417304,0.444,0.778,0
"SNX10",0,-1.27770216422803,0.36,0.694,0
"SMARCD3",0,-2.42220443688747,0.073,0.406,0
"CLIC3",0,-1.27812146910191,0.1,0.433,0
"SMARCA4",0,-1.76884295401769,0.267,0.6,0
"KREMEN2",0,-4.80590255723115,0.013,0.346,0
"TCTN3",0,-1.78020754236011,0.225,0.557,0
"GNG4",0,-2.07906043082286,0.071,0.403,0
"ICA1",0,-1.92214255621489,0.106,0.438,0
"PRNP",0,-1.47395109212121,0.263,0.595,0
"CPNE1",0,-1.33865566200481,0.486,0.818,0
"CD276",0,-1.92435773751048,0.182,0.513,0
"SYNGR1",0,-1.48012308418574,0.202,0.533,0
"SCG3",0,-4.26772569171895,0.014,0.345,0
"PHF14",0,-1.87009546125351,0.443,0.773,0
"C9orf116",0,-2.74687089338193,0.071,0.401,0
"STX3",0,-1.50197593031608,0.19,0.52,0
"ALDH18A1",0,-1.58723713642607,0.161,0.491,0
"TTLL12",0,-1.89697323465731,0.166,0.496,0
"CNPY3",0,-1.63220241559228,0.482,0.811,0
"ACHE",0,-3.10360006396084,0.039,0.368,0
"B4GAT1",0,-1.8256194834327,0.192,0.521,0
"CENPN",0,-1.49321407761005,0.304,0.633,0
"BIK",0,-2.2378082059403,0.061,0.39,0
"XX-CR54.1",0,-1.94910217072546,0.109,0.438,0
"RRAGA",0,-1.46910614166874,0.37,0.699,0
"POLR2C",0,-1.72276849800793,0.524,0.853,0
"PAFAH1B3",0,-1.21806382459388,0.475,0.803,0
"COX8C",0,-1.86496256992337,0.061,0.389,0
"TRAF4",0,-1.46486363095562,0.38,0.708,0
"PES1",0,-1.4028320980561,0.379,0.707,0
"PIGS",0,-1.6001553526593,0.207,0.534,0
"PRAF2",0,-1.76670144143369,0.203,0.53,0
"ZNF385A",0,-2.56816172379646,0.055,0.382,0
"POLR1C",0,-1.46142781119939,0.255,0.582,0
"MTRF1L",0,-1.6832712894507,0.212,0.538,0
"RALY",0,-1.56502325890185,0.568,0.894,0
"CHST13",0,-1.60626944016954,0.413,0.739,0
"MPP6",0,-1.71222928024763,0.306,0.632,0
"NUFIP1",0,-1.83643398793516,0.158,0.484,0
"MT1X",0,-0.606782798794171,0.628,0.954,0
"KMT5C",0,-1.97952219110294,0.12,0.445,0
"ZDHHC4",0,-1.47693886151554,0.433,0.757,0
"SDC2",0,3.09787542228729,0.743,0.419,0
"C6orf47",0,-1.82629321093784,0.176,0.499,0
"P3H4",0,-2.23566795389928,0.115,0.438,0
"ZHX2",0,-1.95581307648546,0.153,0.476,0
"ZDHHC7",0,-2.33259732950871,0.092,0.415,0
"ID3",0,-1.25481279457338,0.179,0.501,0
"JOSD1",0,-1.56387180572431,0.181,0.503,0
"PASD1",0,-3.21001573426508,0.035,0.357,0
"NRSN2",0,-1.98322815958464,0.117,0.438,0
"FAM122A",0,-1.77346559032547,0.165,0.486,0
"RPL22L1",0,-1.93709862178778,0.601,0.921,0
"C1S",0,2.8569242754406,0.739,0.419,0
"TRIP10",0,-1.87117792635959,0.135,0.455,0
